ComponentName,ApmtLength,ApmtDepth,ApmtHeight,Length,Depth,Height,ProxZpos,ProxZneg,ProxYpos,ProxYneg,ProxXpos,ProxXneg,TopArea,SidesArea,NumberOfFaces,ClashCount
InteriorWall,6.96,85.36,1.06,2.2,0.1,3.02,0,0.19,6.2,6.93,4.46,3.97,0.22,13.86,9,5
InteriorWall,3.6,85.36,1.06,4.26,0.1,3.02,0,0.19,6.2,9.02,0.2,4.07,0.43,26.35,6,5
InteriorWall,8.91,85.36,1.06,1.72,0.1,3.02,0,0.19,10.19,5.03,6.62,0.2,0.17,10.96,6,4
InteriorWall,4.59,85.36,1.06,3.34,0.1,3.02,0,0.19,9.59,5.63,3.38,1.82,0.33,20.76,14,8
InteriorWall,2.39,85.36,1.06,6.42,0.1,3.02,0,0.19,8.39,6.83,0.2,1.92,0.64,39.39,18,13
ExteriorWall,1.88,42.68,1.06,8.14,0.2,3.02,0,0.19,1.16,13.96,0.2,0.2,1.63,50.35,10,8
ExteriorWall,1.79,42.68,1.06,8.54,0.2,3.02,0,0.19,13.93,1.19,0,0,1.71,52.77,18,9
ExteriorWall,1.2,42.68,1.06,12.77,0.2,3.02,0,0.19,1.16,1.39,0,8.34,2.55,78.34,6,7
ExteriorWall,1.2,42.68,1.06,12.77,0.2,3.02,0,0.19,1.16,1.39,8.34,0,2.55,78.34,10,7
InteriorDoor,16.65,213.4,1.54,0.92,0.04,2.09,0.93,0.19,8.42,6.86,3.56,4.05,0.04,4.01,6,3
InteriorDoor,16.65,213.4,1.54,0.92,0.04,2.09,0.93,0.19,9.62,5.66,3.56,4.05,0.04,4.01,6,3
InteriorDoor,16.65,213.4,1.54,0.92,0.04,2.09,0.93,0.19,8.42,6.86,4.64,2.97,0.04,4.01,6,3
InteriorDoor,16.65,213.4,1.54,0.92,0.04,2.09,0.93,0.19,8.58,5.82,3.41,5.08,0.04,4.01,6,3
InteriorDoor,16.65,213.4,1.54,0.92,0.04,2.09,0.93,0.19,9.62,5.66,5.72,1.9,0.04,4.01,6,3
InteriorDoor,16.65,213.4,1.54,0.92,0.04,2.09,0.93,0.19,7.39,7.02,6.65,1.85,0.04,4.01,6,3
InteriorDoor,16.65,213.4,1.54,0.92,0.04,2.09,0.93,0.19,8.42,6.86,1.11,6.51,0.04,4.01,6,3
InteriorDoor,16.65,213.4,1.54,0.92,0.04,2.09,0.93,0.19,6.23,9.05,7.19,0.43,0.04,4.01,6,3
ExteriorDoor,15.17,213.4,1.54,1.01,0.04,2.09,0.93,0.19,6.54,7.77,8.42,0.08,0.04,4.38,6,3
Window,1.98,213.4,2.03,7.74,0.04,1.58,0.58,1.05,1.24,14.04,0.4,0.4,0.31,24.57,6,2
Window,5.61,213.4,2.03,2.73,0.04,1.58,0.58,1.05,14.01,1.27,0.4,5.4,0.11,8.77,6,2
Window,7.13,213.4,2.03,2.15,0.04,1.58,0.58,1.05,14.01,1.27,5.99,0.4,0.09,6.91,6,2
Window,9.23,213.4,2.03,1.66,0.04,1.58,0.58,1.05,14.01,1.27,3.73,3.15,0.07,5.36,6,2
Railing,5.61,284.53,3.21,2.73,0.03,1,2.02,0.19,15.29,0,0.4,5.4,0.08,5.53,6,4
Railing,13.21,284.53,3.21,1.16,0.03,1,2.02,0.19,14.13,0.03,3.13,5.37,0.03,2.38,6,4
Railing,13.21,284.53,3.21,1.16,0.03,1,2.02,0.19,14.13,0.03,0.37,8.14,0.03,2.38,6,4
Railing,1.98,284.53,3.21,7.74,0.03,1,2.02,0.19,0,15.29,0.4,0.4,0.23,15.53,6,4
Railing,13.21,284.53,3.21,1.16,0.03,1,2.02,0.19,0,14.16,8.11,0.4,0.03,2.38,6,5
Railing,13.21,284.53,3.21,1.16,0.03,1,2.02,0.19,0,14.16,0.4,8.11,0.03,2.38,6,4
BalconyFloor,5.61,7.36,16.89,2.73,1.16,0.19,3.02,0,14.13,0.03,0.4,5.4,3.17,1.48,6,5
BalconyFloor,1.98,7.36,16.89,7.74,1.16,0.19,3.02,0,0,14.16,0.4,0.4,8.97,3.38,6,6
BathroomFloor,5.89,4.06,16.89,2.6,2.1,0.19,3.02,0,6.3,6.93,0.2,5.74,5.44,1.78,6,4
BathroomFloor,7.3,5.44,16.89,2.1,1.57,0.19,3.02,0,6.3,6.93,2.9,4.07,3.28,1.39,6,4
Floor,1.18,1,16.89,12.97,8.54,0.19,3.02,0,1.16,1.19,0,0,110.71,8.17,22,35
InteriorWall,8.7,97.5,1.09,1.74,0.1,3.03,0,0.26,7.81,0.2,9.71,5.33,0.17,11.15,6,5
InteriorWall,8.7,97.5,1.09,1.74,0.1,3.03,0,0.26,7.81,0.2,6.53,8.52,0.17,11.15,6,5
InteriorWall,7.42,97.5,1.09,2.04,0.1,3.03,0,0.26,6.24,3.41,0.2,12.9,0.2,12.97,6,4
InteriorWall,15.14,97.5,1.09,1,0.1,3.03,0,0.26,6.24,3.41,2.34,11.8,0.1,6.64,8,5
InteriorWall,3.1,97.5,1.09,4.89,0.1,3.03,0,0.26,1.35,3.51,6.53,8.52,0.49,30.24,6,4
InteriorWall,25.24,97.5,1.09,0.6,0.1,3.03,0,0.26,6.24,3.41,9.81,4.73,0.06,4.23,6,3
InteriorWall,2.87,97.5,1.09,5.28,0.1,3.03,0,0.26,7.71,1.94,4.53,5.33,0.53,32.6,14,8
InteriorWall,8.23,97.5,1.09,1.84,0.1,3.03,0,0.26,7.71,0.2,4.43,10.61,0.18,11.76,6,4
InteriorWall,3.03,97.5,1.09,4.99,0.1,3.03,0,0.26,1.35,3.41,3.34,11.7,0.5,30.85,6,5
InteriorWall,2.41,97.5,1.09,6.28,0.1,3.03,0,0.26,6.24,3.41,3.44,5.43,0.63,38.63,14,7
InteriorWall,3.03,97.5,1.09,4.99,0.1,3.03,0,0.26,1.35,3.41,9.71,5.33,0.5,30.85,6,5
InteriorWall,4.57,97.5,1.09,3.31,0.1,3.03,0,0.26,6.24,0.2,2.24,12.8,0.33,20.66,12,8
ExteriorWall,1.03,48.75,1.09,14.74,0.2,3.03,0,0.26,1.15,8.4,0.2,0.2,2.95,90.55,22,11
ExteriorWall,1,48.75,1.09,15.14,0.2,3.03,0,0.26,9.55,0,0,0,3.03,92.97,10,9
ExteriorWall,1.8,48.75,1.09,8.4,0.2,3.03,0,0.26,1.15,0.2,0,14.94,1.68,52.12,6,5
ExteriorWall,1.8,48.75,1.09,8.4,0.2,3.03,0,0.26,1.15,0.2,14.94,0,1.68,52.12,10,5
InteriorDoor,16.46,243.75,1.56,0.92,0.04,2.11,0.92,0.26,6.27,3.44,6.71,7.51,0.04,4.05,6,3
InteriorDoor,16.46,243.75,1.56,0.92,0.04,2.11,0.92,0.26,6.27,3.44,3.53,10.7,0.04,4.05,6,3
InteriorDoor,16.46,243.75,1.56,0.92,0.04,2.11,0.92,0.26,6.27,3.44,2.33,11.89,0.04,4.05,6,4
InteriorDoor,16.46,243.75,1.56,0.92,0.04,2.11,0.92,0.26,6.46,2.37,2.27,12.83,0.04,4.05,6,3
InteriorDoor,16.46,243.75,1.56,0.92,0.04,2.11,0.92,0.26,7.74,1.97,7.51,6.71,0.04,4.05,6,3
InteriorDoor,16.46,243.75,1.56,0.92,0.04,2.11,0.92,0.26,7.74,1.97,5.02,9.2,0.04,4.05,6,3
ExteriorDoor,14.99,243.75,1.56,1.01,0.04,2.11,0.92,0.26,9.63,0.08,2.39,11.75,0.04,4.42,6,3
Window,3.24,243.75,1.65,4.68,0.04,1.99,0.47,0.83,1.23,8.48,10.06,0.4,0.19,18.79,6,2
Window,1.94,243.75,1.65,7.8,0.04,1.99,0.47,0.83,1.55,0.4,15.02,0.08,0.31,31.2,6,2
Window,5.63,243.75,1.65,2.69,0.04,1.99,0.47,0.83,1.23,8.48,0.4,12.06,0.11,10.85,6,2
Window,5.85,243.75,1.65,2.59,0.04,1.99,0.47,0.83,1.23,8.48,3.69,8.87,0.1,10.46,6,2
Window,5.85,243.75,1.65,2.59,0.04,1.99,0.47,0.83,1.23,8.48,6.88,5.68,0.1,10.46,6,2
Railing,5.63,325,3.29,2.69,0.03,1,2.03,0.26,0,9.72,0.4,12.05,0.08,5.43,6,4
Railing,13.17,325,3.29,1.15,0.03,1,2.03,0.26,0,8.6,3.06,12.05,0.03,2.36,6,4
Railing,13.17,325,3.29,1.15,0.03,1,2.03,0.26,0,8.6,0.4,14.71,0.03,2.36,6,4
BalconyFloor,5.63,8.48,12.65,2.69,1.15,0.26,3.03,0,0,8.6,0.4,12.05,3.09,2,6,5
BathroomFloor,4.72,4.78,12.65,3.21,2.04,0.26,3.03,0,6.34,0.2,0.2,12.9,6.55,2.73,6,5
BathroomFloor,4.9,5.6,12.65,3.09,1.74,0.26,3.03,0,7.81,0.2,6.63,5.43,5.37,2.51,6,5
Floor,1,1.13,12.65,15.14,8.6,0.26,3.03,0,1.15,0,0,0,130.22,12.35,22,29
InteriorWall,7.06,93.49,1.04,1.6,0.1,3.69,0,0.13,2.35,5.4,5.87,5.32,0.16,12.53,10,5
InteriorWall,5.76,93.49,1.04,1.96,0.1,3.69,0,0.13,2.25,7,0.2,9.13,0.2,15.17,10,5
InteriorWall,3.88,93.49,1.04,2.91,0.1,3.69,0,0.13,2.25,7,2.26,6.12,0.29,22.21,10,5
InteriorWall,2.87,93.49,1.04,3.94,0.1,3.69,0,0.13,4.05,1.36,5.87,5.32,0.39,29.84,6,4
InteriorWall,3.36,93.49,1.04,3.36,0.1,3.69,0,0.13,3.95,5.3,0.2,7.73,0.34,25.53,10,5
InteriorWall,16.13,93.49,1.04,0.7,0.1,3.69,0,0.13,2.25,7,5.27,5.32,0.07,5.92,6,4
InteriorWall,4.89,93.49,1.04,2.31,0.1,3.69,0,0.13,3.95,5.3,3.66,5.32,0.23,17.76,10,6
InteriorWall,5.25,93.49,1.04,2.15,0.1,3.69,0,0.13,0.2,7,2.16,9.03,0.21,16.58,6,5
InteriorWall,5.25,93.49,1.04,2.15,0.1,3.69,0,0.13,0.2,7,5.17,6.02,0.21,16.58,6,4
InteriorWall,2.79,93.49,1.04,4.04,0.1,3.69,0,0.13,3.95,1.36,3.56,7.63,0.4,30.58,6,5
ExteriorWall,1.45,46.75,1.04,7.79,0.2,3.69,0,0.13,0.2,1.36,9.93,1.16,1.56,58.96,10,7
ExteriorWall,1.41,46.75,1.04,7.99,0.2,3.69,0,0.13,0,1.36,0,11.09,1.6,60.43,10,7
ExteriorWall,1.14,46.75,1.04,9.93,0.2,3.69,0,0.13,0,9.15,0.2,1.16,1.99,74.75,6,4
ExteriorWall,1.11,46.75,1.04,10.13,0.2,3.69,0,0.13,7.99,1.16,0,1.16,2.03,76.23,18,15
InteriorDoor,12.27,233.73,1.66,0.92,0.04,2.3,1.39,0.13,3.98,5.33,4.85,5.51,0.04,4.42,6,3
InteriorDoor,12.27,233.73,1.66,0.92,0.04,2.3,1.39,0.13,2.54,5.89,5.9,5.35,0.04,4.42,6,3
InteriorDoor,12.27,233.73,1.66,0.92,0.04,2.3,1.39,0.13,3.98,5.33,1.95,8.42,0.04,4.42,6,3
InteriorDoor,12.27,233.73,1.66,0.92,0.04,2.3,1.39,0.13,2.28,7.03,2.75,7.62,0.04,4.42,6,3
InteriorDoor,12.27,233.73,1.66,0.92,0.04,2.3,1.39,0.13,2.28,7.03,1.14,9.23,0.04,4.42,6,3
ExteriorDoor,11.18,233.73,1.66,1.01,0.04,2.3,1.39,0.13,2.39,5.95,0.08,11.17,0.04,4.82,6,3
Window,1.53,233.73,1.17,7.39,0.04,3.26,0.2,0.36,0.4,1.56,10.01,1.24,0.3,48.44,6,2
Window,3.22,233.73,1.17,3.51,0.04,3.26,0.2,0.36,8.07,1.24,6.22,1.56,0.14,23.16,6,2
Window,3.88,233.73,1.17,2.91,0.04,3.26,0.2,0.36,8.07,1.24,0.4,7.98,0.12,19.23,6,2
Window,6.6,233.73,1.17,1.71,0.04,3.26,0.2,0.36,8.07,1.24,3.91,5.67,0.07,11.39,6,2
Railing,1.53,311.63,3.82,7.39,0.03,1,2.69,0.13,0.4,1.56,11.26,0,0.22,14.84,6,4
Railing,9.73,311.63,3.82,1.16,0.03,1,2.69,0.13,7.76,1.56,10.13,0,0.03,2.38,6,5
Railing,9.73,311.63,3.82,1.16,0.03,1,2.69,0.13,0.4,8.92,10.13,0,0.03,2.38,6,5
Railing,3.22,311.63,3.82,3.51,0.03,1,2.69,0.13,9.32,0,6.22,1.56,0.11,7.08,6,4
Railing,9.73,311.63,3.82,1.16,0.03,1,2.69,0.13,8.19,0,6.22,5.04,0.03,2.38,6,5
Railing,9.73,311.63,3.82,1.16,0.03,1,2.69,0.13,8.19,0,9.7,1.56,0.03,2.38,6,5
Railing,6.6,311.63,3.82,1.71,0.03,1,2.69,0.13,9.32,0,3.91,5.67,0.05,3.47,6,4
Railing,9.73,311.63,3.82,1.16,0.03,1,2.69,0.13,8.19,0,3.91,7.35,0.03,2.38,6,4
Railing,9.73,311.63,3.82,1.16,0.03,1,2.69,0.13,8.19,0,5.59,5.67,0.03,2.38,6,5
BalconyFloor,1.53,8.06,29.38,7.39,1.16,0.13,3.69,0,0.4,1.56,10.13,0,8.57,2.22,6,6
BalconyFloor,3.22,8.06,29.38,3.51,1.16,0.13,3.69,0,8.19,0,6.22,1.56,4.07,1.21,6,6
BalconyFloor,6.6,8.06,29.38,1.71,1.16,0.13,3.69,0,8.19,0,3.91,5.67,1.98,0.75,6,6
BathroomFloor,3.88,4.56,29.38,2.91,2.05,0.13,3.69,0,0.2,7.1,2.26,6.12,5.95,1.29,6,4
Floor,1.11,1.14,29.38,10.13,8.19,0.13,3.69,0,0,1.16,0,1.16,82.95,4.76,18,30
InteriorWall,6.09,88.34,1.03,2.1,0.1,3.58,0,0.11,6.53,0.2,8.4,4.28,0.21,15.78,10,5
InteriorWall,17.51,88.34,1.03,0.73,0.1,3.58,0,0.11,7.9,0.2,4.87,7.81,0.07,5.96,8,5
InteriorWall,17.51,88.34,1.03,0.73,0.1,3.58,0,0.11,7.9,0.2,5.85,6.83,0.07,5.96,6,4
InteriorWall,8.14,88.34,1.03,1.57,0.1,3.58,0,0.11,4.86,2.4,5.55,7.13,0.16,11.93,10,5
InteriorWall,4.14,88.34,1.03,3.09,0.1,3.58,0,0.11,6.43,2.3,0.2,9.49,0.31,22.86,6,4
InteriorWall,3.58,88.34,1.03,3.57,0.1,3.58,0,0.11,1.19,4.07,5.55,7.13,0.36,26.31,6,4
InteriorWall,4.99,88.34,1.03,2.56,0.1,3.58,0,0.11,6.43,2.3,5.95,4.28,0.26,19.01,6,4
InteriorWall,9.33,88.34,1.03,1.37,0.1,3.58,0,0.11,6.43,1.03,4.87,7.81,0.14,10.54,10,5
InteriorWall,9.33,88.34,1.03,1.37,0.1,3.58,0,0.11,6.43,1.03,5.85,6.83,0.14,10.54,6,5
InteriorWall,14.52,88.34,1.03,0.88,0.1,3.58,0,0.11,6.43,2.3,4.97,6.93,0.09,7.04,6,5
InteriorWall,11.83,88.34,1.03,1.08,0.1,3.58,0,0.11,7.8,0.93,4.87,6.83,0.11,8.47,9,7
InteriorWall,1.72,88.34,1.03,7.44,0.1,3.58,0,0.11,1.19,0.2,3.29,9.39,0.74,54.02,14,9
InteriorWall,5.65,88.34,1.03,2.26,0.1,3.58,0,0.11,4.76,3.97,3.39,7.13,0.23,16.9,12,6
ExteriorWall,1.03,44.17,1.03,12.38,0.2,3.58,0,0.11,0.99,7.64,0.2,0.2,2.48,90.07,18,15
ExteriorWall,1,44.17,1.03,12.78,0.2,3.58,0,0.11,8.63,0,0,0,2.56,92.94,10,10
ExteriorWall,1.67,44.17,1.03,7.64,0.2,3.58,0,0.11,0.99,0.2,0,12.58,1.53,56.16,6,5
ExteriorWall,1.67,44.17,1.03,7.64,0.2,3.58,0,0.11,0.99,0.2,12.58,0,1.53,56.16,6,4
InteriorDoor,13.89,220.85,1.54,0.92,0.04,2.4,1.18,0.11,4.79,4,3.57,8.29,0.04,4.61,6,3
InteriorDoor,13.89,220.85,1.54,0.92,0.04,2.4,1.18,0.11,4.84,3.07,3.32,9.42,0.04,4.61,6,3
InteriorDoor,13.89,220.85,1.54,0.92,0.04,2.4,1.18,0.11,5.43,2.48,5.58,7.16,0.04,4.61,6,3
InteriorDoor,13.89,220.85,1.54,0.92,0.04,2.4,1.18,0.11,6.8,1.11,4.9,7.84,0.04,4.61,6,3
InteriorDoor,13.89,220.85,1.54,0.92,0.04,2.4,1.18,0.11,6.9,1.01,3.32,9.42,0.04,4.61,6,3
InteriorDoor,13.89,220.85,1.54,0.92,0.04,2.4,1.18,0.11,7,0.91,8.43,4.31,0.04,4.61,6,3
InteriorDoor,17.75,220.85,1.54,0.72,0.04,2.4,1.18,0.11,7.88,0.23,4.9,7.84,0.03,3.65,6,4
ExteriorDoor,12.65,220.85,1.54,1.01,0.04,2.4,1.18,0.11,8.71,0.08,3.53,8.25,0.04,5.03,6,3
Window,1.97,220.85,1.59,6.48,0.04,2.32,0.57,0.8,1.07,7.72,5.9,0.4,0.26,30.23,6,2
Window,4.84,220.85,1.59,2.64,0.04,2.32,0.57,0.8,1.07,7.72,0.4,9.74,0.11,12.45,6,2
Window,7.7,220.85,1.59,1.66,0.04,2.32,0.57,0.8,1.07,7.72,3.64,7.48,0.07,7.89,6,2
Railing,1.97,294.47,3.69,6.48,0.03,1,2.58,0.11,0,8.8,5.9,0.4,0.19,13.01,6,4
Railing,12.91,294.47,3.69,0.99,0.03,1,2.58,0.11,0,7.84,12.35,0.4,0.03,2.04,6,5
Railing,12.91,294.47,3.69,0.99,0.03,1,2.58,0.11,0,7.84,5.9,6.85,0.03,2.04,6,5
Railing,7.7,294.47,3.69,1.66,0.03,1,2.58,0.11,0,8.8,3.64,7.48,0.05,3.38,6,4
Railing,12.91,294.47,3.69,0.99,0.03,1,2.58,0.11,0,7.84,5.27,7.48,0.03,2.04,6,5
Railing,12.91,294.47,3.69,0.99,0.03,1,2.58,0.11,0,7.84,3.64,9.11,0.03,2.04,6,5
BalconyFloor,1.97,8.92,33.55,6.48,0.99,0.11,3.58,0,0,7.84,5.9,0.4,6.41,1.64,6,6
BalconyFloor,7.7,8.92,33.55,1.66,0.99,0.11,3.58,0,0,7.84,3.64,7.48,1.64,0.58,6,6
BathroomFloor,4.14,4.21,33.55,3.09,2.1,0.11,3.58,0,6.53,0.2,0.2,9.49,6.51,1.14,6,4
Floor,1,1.13,33.55,12.78,7.84,0.11,3.58,0,0.99,0,0,0,100.25,4.54,18,33
InteriorWall,28.06,127.45,1.1,0.63,0.1,3.02,0,0.29,5.17,12.41,5.45,6.66,0.06,4.41,6,3
InteriorWall,4.9,127.45,1.1,3.61,0.1,3.02,0,0.29,6.81,7.26,7.56,5.09,0.36,22.39,6,4
InteriorWall,17.5,127.45,1.1,1.01,0.1,3.02,0,0.29,5.17,12.41,11.54,0.2,0.1,6.67,10,5
InteriorWall,17.5,127.45,1.1,1.01,0.1,3.02,0,0.29,4.55,13.03,11.54,0.2,0.1,6.67,6,4
InteriorWall,33.35,127.45,1.1,0.53,0.1,3.02,0,0.29,8.16,9.42,9.86,2.35,0.05,3.81,6,4
InteriorWall,8.58,127.45,1.1,2.06,0.1,3.02,0,0.29,8.16,9.42,10.49,0.2,0.21,13.02,6,4
InteriorWall,8.58,127.45,1.1,2.06,0.1,3.02,0,0.29,6.82,10.76,10.49,0.2,0.21,13.02,10,5
InteriorWall,6.57,127.45,1.1,2.69,0.1,3.02,0,0.29,10.42,7.16,9.86,0.2,0.27,16.82,6,4
InteriorWall,5.51,127.45,1.1,3.21,0.1,3.02,0,0.29,10.42,7.16,1.51,8.02,0.32,19.99,10,5
InteriorWall,28.06,127.45,1.1,0.63,0.1,3.02,0,0.29,5.17,12.41,6.93,5.19,0.06,4.41,6,3
InteriorWall,4.83,127.45,1.1,3.66,0.1,3.02,0,0.29,1.51,12.51,9.66,2.99,0.37,22.71,10,5
InteriorWall,4.7,127.45,1.1,3.76,0.1,3.02,0,0.29,1.51,12.41,5.35,7.29,0.38,23.31,6,4
InteriorWall,24.55,127.45,1.1,0.72,0.1,3.02,0,0.29,4.55,12.41,11.44,1.2,0.07,4.94,6,5
InteriorWall,4.76,127.45,1.1,3.71,0.1,3.02,0,0.29,6.81,7.16,4.72,7.93,0.37,22.99,6,6
InteriorWall,3.58,127.45,1.1,4.94,0.1,3.02,0,0.29,10.42,7.16,4.82,2.98,0.49,30.44,10,7
InteriorWall,12.28,127.45,1.1,1.44,0.1,3.02,0,0.29,6.82,9.42,10.39,2.25,0.14,9.3,6,5
InteriorWall,7.46,127.45,1.1,2.37,0.1,3.02,0,0.29,8.16,7.16,9.76,2.89,0.24,14.89,10,6
InteriorWall,2.88,127.45,1.1,6.14,0.1,3.02,0,0.29,6.71,10.86,1.51,5.09,0.61,37.72,10,7
InteriorWall,3.4,127.45,1.1,5.2,0.1,3.02,0,0.29,1.51,10.96,7.56,5.09,0.52,32.04,10,8
InteriorWall,4.66,127.45,1.1,3.79,0.1,3.02,0,0.29,5.17,12.41,7.66,1.3,0.38,23.47,10,7
ExteriorWall,1.6,63.73,1.1,11.03,0.2,3.02,0,0.29,1.31,16.17,1.51,0.2,2.21,67.86,22,23
ExteriorWall,1.57,63.73,1.1,11.24,0.2,3.02,0,0.29,16.14,1.34,1.31,0.2,2.25,69.07,10,5
ExteriorWall,1.19,63.73,1.1,14.83,0.2,3.02,0,0.29,1.31,1.54,1.31,11.23,2.97,90.76,18,9
ExteriorWall,1.18,63.73,1.1,15.03,0.2,3.02,0,0.29,1.31,1.34,12.55,0,3.01,91.97,10,10
InteriorDoor,19.21,318.63,1.58,0.92,0.04,2.1,0.92,0.29,6.74,10.89,5.68,6.15,0.04,4.03,6,3
InteriorDoor,19.21,318.63,1.58,0.92,0.04,2.1,0.92,0.29,5.58,11.17,7.59,5.12,0.04,4.03,6,3
InteriorDoor,19.21,318.63,1.58,0.92,0.04,2.1,0.92,0.29,10.45,7.19,8.72,3.11,0.04,4.03,6,3
InteriorDoor,19.21,318.63,1.58,0.92,0.04,2.1,0.92,0.29,4.04,12.72,9.69,3.02,0.04,4.03,6,3
InteriorDoor,19.21,318.63,1.58,0.92,0.04,2.1,0.92,0.29,8.57,8.19,9.79,2.92,0.04,4.03,6,3
InteriorDoor,19.21,318.63,1.58,0.92,0.04,2.1,0.92,0.29,5.2,12.44,9.88,1.95,0.04,4.03,6,3
InteriorDoor,19.21,318.63,1.58,0.92,0.04,2.1,0.92,0.29,6.85,10.79,10.82,1.01,0.04,4.03,6,3
InteriorDoor,19.21,318.63,1.58,0.92,0.04,2.1,0.92,0.29,10.45,7.19,1.69,10.14,0.04,4.03,6,3
InteriorDoor,24.55,318.63,1.58,0.72,0.04,2.1,0.92,0.29,5.2,12.44,11.66,0.37,0.03,3.19,6,3
ExteriorDoor,17.5,318.63,1.58,1.01,0.04,2.1,0.92,0.29,5.54,11.13,12.63,0.08,0.04,4.4,6,3
Window,3.42,318.63,1.22,5.17,0.04,2.71,0.15,0.45,10.77,1.74,1.39,11.32,0.21,28.22,6,2
Window,1.66,318.63,1.22,10.64,0.04,2.71,0.15,0.45,16.22,1.42,1.71,0.4,0.43,57.86,6,2
Window,5.21,318.63,1.22,3.39,0.04,2.71,0.15,0.45,1.39,16.25,1.71,7.65,0.14,18.59,6,2
Window,10.98,318.63,1.22,1.61,0.04,2.71,0.15,0.45,1.39,16.25,5.7,5.44,0.06,8.92,6,2
Window,3.72,318.63,1.22,4.75,0.04,2.71,0.15,0.45,1.71,11.21,1.39,11.32,0.19,25.98,6,2
Window,5.68,318.63,1.22,3.11,0.04,2.71,0.15,0.45,7.06,7.51,1.39,11.32,0.12,17.06,6,2
Window,7.55,318.63,1.22,2.34,0.04,2.71,0.15,0.45,1.39,16.25,10,0.4,0.09,12.9,6,2
Window,11.78,318.63,1.22,1.5,0.04,2.71,0.15,0.45,1.39,16.25,7.91,3.34,0.06,8.35,6,2
Railing,3.42,424.83,3.31,5.17,0.03,1,2.02,0.29,10.77,1.74,0,12.72,0.15,10.39,6,4
Railing,13.49,424.83,3.31,1.31,0.03,1,2.02,0.29,15.91,1.74,0,11.44,0.04,2.68,6,4
Railing,13.49,424.83,3.31,1.31,0.03,1,2.02,0.29,10.77,6.88,0,11.44,0.04,2.68,6,3
Railing,10.98,424.83,3.31,1.61,0.03,1,2.02,0.29,0,17.65,5.7,5.44,0.05,3.27,6,4
Railing,13.49,424.83,3.31,1.31,0.03,1,2.02,0.29,0,16.37,7.28,5.44,0.04,2.68,6,5
Railing,13.49,424.83,3.31,1.31,0.03,1,2.02,0.29,0,16.37,5.7,7.02,0.04,2.68,6,5
Railing,1.66,424.83,3.31,10.64,0.03,1,2.02,0.29,17.65,0,1.71,0.4,0.32,21.33,6,4
Railing,13.49,424.83,3.31,1.31,0.03,1,2.02,0.29,16.34,0.03,12.35,0.37,0.04,2.68,6,4
Railing,13.49,424.83,3.31,1.31,0.03,1,2.02,0.29,16.34,0.03,1.68,11.04,0.04,2.68,6,4
Railing,5.21,424.83,3.31,3.39,0.03,1,2.02,0.29,0,17.65,1.71,7.65,0.1,6.84,6,4
Railing,13.49,424.83,3.31,1.31,0.03,1,2.02,0.29,0,16.37,1.71,11.01,0.04,2.68,6,5
Railing,13.49,424.83,3.31,1.31,0.03,1,2.02,0.29,0,16.37,5.07,7.65,0.04,2.68,6,5
Railing,7.55,424.83,3.31,2.34,0.03,1,2.02,0.29,0,17.65,10.01,0.4,0.07,4.74,6,4
Railing,13.49,424.83,3.31,1.31,0.03,1,2.02,0.29,0,16.37,10.01,2.71,0.04,2.68,6,5
Railing,13.49,424.83,3.31,1.31,0.03,1,2.02,0.29,0,16.37,12.32,0.4,0.04,2.68,6,5
Railing,3.72,424.83,3.31,4.75,0.03,1,2.02,0.29,1.71,11.21,0,12.72,0.14,9.57,6,4
Railing,13.49,424.83,3.31,1.31,0.03,1,2.02,0.29,1.71,15.94,0,11.44,0.04,2.68,6,4
Railing,13.49,424.83,3.31,1.31,0.03,1,2.02,0.29,6.43,11.21,0,11.44,0.04,2.68,6,4
Railing,11.78,424.83,3.31,1.5,0.03,1,2.02,0.29,0,17.65,7.91,3.34,0.05,3.06,6,4
Railing,13.49,424.83,3.31,1.31,0.03,1,2.02,0.29,0,16.37,7.91,4.81,0.04,2.68,6,5
Railing,13.49,424.83,3.31,1.31,0.03,1,2.02,0.29,0,16.37,9.38,3.34,0.04,2.68,6,5
BalconyFloor,1.66,9.73,11.41,10.64,1.31,0.29,3.02,0,16.34,0.03,1.71,0.4,13.93,6.93,6,5
BalconyFloor,3.42,9.73,11.41,5.17,1.31,0.29,3.02,0,10.77,1.74,0,11.44,6.77,3.76,6,5
BalconyFloor,10.98,9.73,11.41,1.61,1.31,0.29,3.02,0,0,16.37,5.7,5.44,2.1,1.69,6,6
BalconyFloor,5.21,9.73,11.41,3.39,1.31,0.29,3.02,0,0,16.37,1.71,7.65,4.44,2.73,6,6
BalconyFloor,7.55,9.73,11.41,2.34,1.31,0.29,3.02,0,0,16.37,10.01,0.4,3.07,2.12,6,6
BalconyFloor,3.72,9.73,11.41,4.75,1.31,0.29,3.02,0,1.71,11.21,0,11.44,6.23,3.52,6,5
BalconyFloor,11.78,9.73,11.41,1.5,1.31,0.29,3.02,0,0,16.37,7.91,3.34,1.97,1.63,6,6
BathroomFloor,4.9,4.65,11.41,3.61,2.74,0.29,3.02,0,6.81,7.26,4.82,5.19,9.87,3.68,6,4
BathroomFloor,4.83,6.37,11.41,3.66,2,0.29,3.02,0,1.51,12.51,7.66,3.09,7.32,3.28,6,4
Floor,1.18,1.12,11.41,15.03,11.43,0.29,3.02,0,1.31,1.34,1.31,0,171.83,15.35,22,57
