ComponentName,ApmtLength,ApmtDepth,ApmtHeight,Length,Depth,Height,ProxZpos,ProxZneg,ProxYpos,ProxYneg,ProxXpos,ProxXneg,TopArea,SidesArea,NumberOfFaces,ClashCount
InteriorWall,4.75,72.58,1.09,1.74,0.1,3.1,0,0.29,4.86,2.3,4.44,2.09,0.17,11.41,6,4
InteriorWall,4.62,72.58,1.09,1.79,0.1,3.1,0,0.29,4.86,2.3,6.28,0.2,0.18,11.72,6,3
InteriorWall,3.94,72.58,1.09,2.1,0.1,3.1,0,0.29,4.96,0.2,3.11,5.06,0.21,13.64,10,6
InteriorWall,1.78,72.58,1.09,4.66,0.1,3.1,0,0.29,0.2,2.4,3.11,5.06,0.47,29.5,10,5
InteriorWall,3.76,72.58,1.09,2.2,0.1,3.1,0,0.29,4.86,0.2,6.18,1.99,0.22,14.26,10,6
InteriorWall,6.22,72.58,1.09,1.33,0.1,3.1,0,0.29,4.24,1.69,4.34,3.83,0.13,8.85,6,3
InteriorWall,2.75,72.58,1.09,3.01,0.1,3.1,0,0.29,4.86,2.3,0.2,5.06,0.3,19.31,6,5
ExteriorWall,1.05,36.29,1.09,7.87,0.2,3.1,0,0.29,0,7.06,0.2,0.2,1.57,50.05,14,7
ExteriorWall,1.03,36.29,1.09,8.07,0.2,3.1,0,0.29,7.06,0,0.2,0,1.61,51.29,10,8
ExteriorWall,1.17,36.29,1.09,7.06,0.2,3.1,0,0.29,0,0.2,8.07,0,1.41,45,6,4
ExteriorWall,1.14,36.29,1.09,7.26,0.2,3.1,0,0.29,0,0,0,8.07,1.45,46.24,6,5
InteriorDoor,8.99,181.45,1.69,0.92,0.04,2.01,1.09,0.29,3.12,3.22,3.14,5.09,0.04,3.86,6,3
InteriorDoor,8.99,181.45,1.69,0.92,0.04,2.01,1.09,0.29,5.98,0.36,6.21,2.02,0.04,3.86,6,3
InteriorDoor,8.99,181.45,1.69,0.92,0.04,2.01,1.09,0.29,6.08,0.25,3.14,5.09,0.04,3.86,6,3
ExteriorDoor,8.19,181.45,1.69,1.01,0.04,2.01,1.09,0.29,7.14,0.08,4.19,3.07,0.04,4.21,6,3
Window,1.88,181.45,1.34,4.41,0.04,2.53,0.27,0.59,0.08,7.14,3.46,0.4,0.18,22.5,6,2
Window,3.35,181.45,1.34,2.47,0.04,2.53,0.27,0.59,0.08,7.14,0.4,5.41,0.1,12.68,6,2
BathroomFloor,2.83,3.46,11.69,2.92,2.1,0.29,3.1,0,4.96,0.2,0.2,5.16,6.12,2.91,6,4
Floor,1,1,11.69,8.27,7.26,0.29,3.1,0,0,0,0,0,60.04,9.01,18,17
InteriorWall,15.42,93.64,1.06,0.71,0.1,3.56,0,0.21,6.82,2.44,2.38,7.86,0.07,5.77,6,3
InteriorWall,6.97,93.64,1.06,1.57,0.1,3.56,0,0.21,4.52,4.74,9.18,0.2,0.16,11.9,6,2
InteriorWall,9.78,93.64,1.06,1.12,0.1,3.56,0,0.21,6.82,2.44,4.41,5.42,0.11,8.67,6,4
InteriorWall,9.95,93.64,1.06,1.1,0.1,3.56,0,0.21,5.72,2.54,7.65,3.19,0.11,8.53,10,5
InteriorWall,2.31,93.64,1.06,4.74,0.1,3.56,0,0.21,0.88,3.74,7.65,3.19,0.47,34.47,6,4
InteriorWall,4.87,93.64,1.06,2.25,0.1,3.56,0,0.21,6.92,0.2,6.54,4.31,0.22,16.7,6,5
InteriorWall,4.66,93.64,1.06,2.35,0.1,3.56,0,0.21,6.82,0.2,2.28,8.57,0.23,17.41,6,4
InteriorWall,4.66,93.64,1.06,2.35,0.1,3.56,0,0.21,6.82,0.2,5.53,5.32,0.23,17.41,6,6
InteriorWall,4.66,93.64,1.06,2.35,0.1,3.56,0,0.21,6.82,0.2,4.31,6.54,0.23,17.41,10,5
InteriorWall,3.27,93.64,1.06,3.35,0.1,3.56,0,0.21,5.62,3.64,4.41,3.19,0.33,24.54,10,6
InteriorWall,2.26,93.64,1.06,4.84,0.1,3.56,0,0.21,0.88,3.64,4.31,6.54,0.48,35.18,6,4
InteriorWall,2.14,93.64,1.06,5.12,0.1,3.56,0,0.21,6.82,2.44,5.63,0.2,0.51,37.19,12,9
ExteriorWall,1.04,46.82,1.06,10.55,0.2,3.56,0,0.21,0.68,8.48,0.2,0.2,2.11,76.53,18,9
ExteriorWall,1,46.82,1.06,10.95,0.2,3.56,0,0.21,9.16,0,0,0,2.19,79.38,10,9
ExteriorWall,1.29,46.82,1.06,8.48,0.2,3.56,0,0.21,0.68,0.2,0,10.75,1.7,61.83,6,4
ExteriorWall,1.29,46.82,1.06,8.48,0.2,3.56,0,0.21,0.68,0.2,10.75,0,1.7,61.83,6,6
InteriorDoor,11.9,234.1,1.66,0.92,0.04,2.27,1.29,0.21,5.65,3.67,6.64,3.39,0.04,4.36,6,3
InteriorDoor,11.9,234.1,1.66,0.92,0.04,2.27,1.29,0.21,5.81,2.63,7.69,3.22,0.04,4.36,6,3
InteriorDoor,11.9,234.1,1.66,0.92,0.04,2.27,1.29,0.21,6.85,2.48,6.64,3.39,0.04,4.36,6,3
InteriorDoor,11.9,234.1,1.66,0.92,0.04,2.27,1.29,0.21,6.85,2.48,5.62,4.41,0.04,4.36,6,4
InteriorDoor,11.9,234.1,1.66,0.92,0.04,2.27,1.29,0.21,7.11,1.34,4.34,6.57,0.04,4.36,6,3
ExteriorDoor,10.84,234.1,1.66,1.01,0.04,2.27,1.29,0.21,9.24,0.08,3.15,6.8,0.04,4.76,6,3
Window,2.99,234.1,1.48,3.66,0.04,2.54,0.46,0.77,0.76,8.56,0.4,6.89,0.15,18.79,6,2
Window,4.31,234.1,1.48,2.54,0.04,2.54,0.46,0.77,0.76,8.56,8.01,0.4,0.1,13.13,6,2
Window,3.98,234.1,1.48,2.75,0.04,2.54,0.46,0.77,0.76,8.56,4.66,3.54,0.11,14.15,6,2
Railing,4.31,312.13,3.77,2.54,0.03,1,2.56,0.21,0,9.33,8,0.4,0.08,5.15,6,4
Railing,16.1,312.13,3.77,0.68,0.03,1,2.56,0.21,0,8.68,10.52,0.4,0.02,1.42,6,4
Railing,16.1,312.13,3.77,0.68,0.03,1,2.56,0.21,0,8.68,8,2.91,0.02,1.42,6,4
Railing,3.98,312.13,3.77,2.75,0.03,1,2.56,0.21,0,9.33,4.66,3.54,0.08,5.55,6,4
Railing,16.1,312.13,3.77,0.68,0.03,1,2.56,0.21,0,8.68,7.38,3.54,0.02,1.42,6,3
Railing,16.1,312.13,3.77,0.68,0.03,1,2.56,0.21,0,8.68,4.66,6.26,0.02,1.42,6,4
BalconyFloor,4.31,13.77,17.95,2.54,0.68,0.21,3.56,0,0,8.68,8,0.4,1.73,1.35,6,5
BalconyFloor,3.98,13.77,17.95,2.75,0.68,0.21,3.56,0,0,8.68,4.66,3.54,1.87,1.44,6,4
BathroomFloor,2.66,4.18,17.95,4.11,2.24,0.21,3.56,0,6.92,0.2,6.64,0.2,9.22,2.67,6,5
Floor,1,1.08,17.95,10.95,8.68,0.21,3.56,0,0.68,0,0,0,95.08,8.25,18,28
InteriorWall,28.65,115.96,1.08,0.59,0.1,3.69,0,0.29,4.78,6.22,12.03,4.78,0.06,5.08,6,3
InteriorWall,18.18,115.96,1.08,0.93,0.1,3.69,0,0.29,10.47,0.2,12.03,4.78,0.09,7.59,10,5
InteriorWall,18.18,115.96,1.08,0.93,0.1,3.69,0,0.29,10.47,0.2,12.65,4.16,0.09,7.59,6,4
InteriorWall,13.63,115.96,1.08,1.24,0.1,3.69,0,0.29,9.39,2.11,9.14,6.53,0.12,9.9,6,4
InteriorWall,7.79,115.96,1.08,2.17,0.1,3.69,0,0.29,8.8,2.7,6.87,7.87,0.22,16.75,10,5
InteriorWall,4.68,115.96,1.08,3.61,0.1,3.69,0,0.29,4.1,7.4,6.87,6.42,0.36,27.41,6,5
InteriorWall,28.65,115.96,1.08,0.59,0.1,3.69,0,0.29,6.15,4.85,12.03,4.78,0.06,5.08,6,3
InteriorWall,9.09,115.96,1.08,1.86,0.1,3.69,0,0.29,6.84,2.89,12.03,4.78,0.19,14.46,6,5
InteriorWall,10.77,115.96,1.08,1.57,0.1,3.69,0,0.29,8.8,1.23,12.03,4.78,0.16,12.3,10,5
InteriorWall,4.48,115.96,1.08,3.77,0.1,3.69,0,0.29,8.7,2.79,12.03,1.11,0.38,28.54,10,6
InteriorWall,4.48,115.96,1.08,3.77,0.1,3.69,0,0.29,4.68,6.81,12.03,1.11,0.38,28.54,6,4
InteriorWall,23.48,115.96,1.08,0.72,0.1,3.69,0,0.29,10.37,1.13,12.03,4.16,0.07,6.04,6,5
InteriorWall,3,115.96,1.08,5.63,0.1,3.69,0,0.29,1.11,4.85,6.77,10.04,0.56,42.3,10,7
InteriorWall,6.5,115.96,1.08,2.6,0.1,3.69,0,0.29,8.8,0.2,9.04,7.77,0.26,19.9,6,5
InteriorWall,8.41,115.96,1.08,2.01,0.1,3.69,0,0.29,9.39,0.2,10.38,6.43,0.2,15.56,10,5
InteriorWall,3.72,115.96,1.08,4.55,0.1,3.69,0,0.29,6.84,0.2,6.77,10.04,0.46,34.35,10,6
InteriorWall,3,115.96,1.08,5.63,0.1,3.69,0,0.29,1.11,4.85,10.48,6.32,0.56,42.3,10,6
InteriorWall,1.87,115.96,1.08,9.03,0.1,3.69,0,0.29,6.74,4.75,6.77,1.11,0.9,67.36,10,10
ExteriorWall,1.64,57.98,1.08,10.29,0.2,3.69,0,0.29,1.11,0.2,0.94,15.76,2.06,77.39,10,5
ExteriorWall,1.64,57.98,1.08,10.29,0.2,3.69,0,0.29,1.11,0.2,15.8,0.91,2.06,77.39,22,23
ExteriorWall,1.12,57.98,1.08,15.06,0.2,3.69,0,0.29,0.91,10.49,0.94,0.91,3.01,112.58,18,9
ExteriorWall,1.12,57.98,1.08,15.06,0.2,3.69,0,0.29,11.4,0,0.94,0.91,3.01,112.58,10,10
InteriorDoor,18.38,289.9,1.76,0.92,0.04,2.26,1.43,0.29,6.77,4.78,10.79,5.19,0.04,4.34,6,3
InteriorDoor,18.38,289.9,1.76,0.92,0.04,2.26,1.43,0.29,4.96,5.72,10.51,6.35,0.04,4.34,6,3
InteriorDoor,18.38,289.9,1.76,0.92,0.04,2.26,1.43,0.29,7.8,2.87,6.8,10.07,0.04,4.34,6,3
InteriorDoor,18.38,289.9,1.76,0.92,0.04,2.26,1.43,0.29,8.73,2.82,12.34,3.65,0.04,4.34,6,3
InteriorDoor,18.38,289.9,1.76,0.92,0.04,2.26,1.43,0.29,8.83,2.73,7.8,8.18,0.04,4.34,6,3
InteriorDoor,18.38,289.9,1.76,0.92,0.04,2.26,1.43,0.29,8.88,1.8,12.06,4.81,0.04,4.34,6,3
InteriorDoor,18.38,289.9,1.76,0.92,0.04,2.26,1.43,0.29,9.76,0.91,10.41,6.46,0.04,4.34,6,3
InteriorDoor,18.38,289.9,1.76,0.92,0.04,2.26,1.43,0.29,1.24,9.44,6.8,10.07,0.04,4.34,6,3
InteriorDoor,23.48,289.9,1.76,0.72,0.04,2.26,1.43,0.29,10.55,0.33,12.06,4.81,0.03,3.44,6,3
ExteriorDoor,16.74,289.9,1.76,1.01,0.04,2.26,1.43,0.29,11.48,0.08,10.75,5.15,0.04,4.74,6,3
Window,3.26,289.9,1.55,5.18,0.04,2.56,0.46,0.96,0.99,10.57,1.34,10.39,0.21,26.71,6,2
Window,1.71,289.9,1.55,9.89,0.04,2.56,0.46,0.96,1.31,0.4,1.02,15.85,0.4,50.82,6,2
Window,5.42,289.9,1.55,3.12,0.04,2.56,0.46,0.96,1.31,7.16,15.87,0.99,0.12,16.2,6,2
Window,11.58,289.9,1.55,1.46,0.04,2.56,0.46,0.96,5.03,5.1,15.87,0.99,0.06,7.67,6,2
Window,3.55,289.9,1.55,4.76,0.04,2.56,0.46,0.96,0.99,10.57,10.83,1.31,0.19,24.6,6,2
Window,5.44,289.9,1.55,3.11,0.04,2.56,0.46,0.96,0.99,10.57,7.12,6.67,0.12,16.15,6,2
Window,7.9,289.9,1.55,2.14,0.04,2.56,0.46,0.96,9.05,0.4,15.87,0.99,0.09,11.18,6,2
Window,12.43,289.9,1.55,1.36,0.04,2.56,0.46,0.96,7.09,3.14,15.87,0.99,0.05,7.17,6,2
Railing,3.26,386.53,3.98,5.18,0.03,1,2.69,0.29,0,11.57,1.34,10.39,0.16,10.41,6,4
Railing,18.58,386.53,3.98,0.91,0.03,1,2.69,0.29,0,10.69,6.49,10.39,0.03,1.88,6,4
Railing,18.58,386.53,3.98,0.91,0.03,1,2.69,0.29,0,10.69,1.34,15.54,0.03,1.88,6,4
Railing,1.71,386.53,3.98,9.89,0.03,1,2.69,0.29,1.31,0.4,0,16.88,0.3,19.83,6,4
Railing,18.58,386.53,3.98,0.91,0.03,1,2.69,0.29,11.2,0.37,0.03,15.97,0.03,1.88,6,4
Railing,18.58,386.53,3.98,0.91,0.03,1,2.69,0.29,1.28,10.29,0.03,15.97,0.03,1.88,6,4
Railing,11.58,386.53,3.98,1.46,0.03,1,2.69,0.29,5.03,5.1,16.88,0,0.04,2.98,6,4
Railing,18.58,386.53,3.98,0.91,0.03,1,2.69,0.29,6.46,5.1,15.99,0,0.03,1.88,6,5
Railing,18.58,386.53,3.98,0.91,0.03,1,2.69,0.29,5.03,6.53,15.99,0,0.03,1.88,6,5
Railing,5.42,386.53,3.98,3.12,0.03,1,2.69,0.29,1.31,7.16,16.87,0,0.09,6.31,6,4
Railing,18.58,386.53,3.98,0.91,0.03,1,2.69,0.29,1.31,10.26,15.99,0,0.03,1.88,6,5
Railing,18.58,386.53,3.98,0.91,0.03,1,2.69,0.29,4.4,7.16,15.99,0,0.03,1.88,6,5
Railing,7.9,386.53,3.98,2.14,0.03,1,2.69,0.29,9.05,0.4,16.88,0,0.06,4.35,6,4
Railing,18.58,386.53,3.98,0.91,0.03,1,2.69,0.29,11.17,0.4,15.99,0,0.03,1.88,6,5
Railing,18.58,386.53,3.98,0.91,0.03,1,2.69,0.29,9.05,2.51,15.99,0,0.03,1.88,6,5
Railing,12.43,386.53,3.98,1.36,0.03,1,2.69,0.29,7.09,3.14,16.88,0,0.04,2.78,6,4
Railing,18.58,386.53,3.98,0.91,0.03,1,2.69,0.29,8.42,3.14,15.99,0,0.03,1.88,6,5
Railing,18.58,386.53,3.98,0.91,0.03,1,2.69,0.29,7.09,4.47,15.99,0,0.03,1.88,6,5
Railing,5.44,386.53,3.98,3.11,0.03,1,2.69,0.29,0,11.57,7.12,6.67,0.09,6.29,6,4
Railing,18.58,386.53,3.98,0.91,0.03,1,2.69,0.29,0,10.69,10.2,6.67,0.03,1.88,6,4
Railing,18.58,386.53,3.98,0.91,0.03,1,2.69,0.29,0,10.69,7.12,9.76,0.03,1.88,6,4
BalconyFloor,1.71,12.74,13.72,9.89,0.91,0.29,3.69,0,1.31,0.4,0.03,15.97,9,6.26,6,5
BalconyFloor,3.26,12.74,13.72,5.18,0.91,0.29,3.69,0,0,10.69,1.34,10.39,4.71,3.53,6,4
BalconyFloor,11.58,12.74,13.72,1.46,0.91,0.29,3.69,0,5.03,5.1,15.99,0,1.33,1.37,6,6
BalconyFloor,5.42,12.74,13.72,3.12,0.91,0.29,3.69,0,1.31,7.16,15.99,0,2.84,2.34,6,6
BalconyFloor,7.9,12.74,13.72,2.14,0.91,0.29,3.69,0,9.05,0.4,15.99,0,1.95,1.77,6,6
BalconyFloor,12.43,12.74,13.72,1.36,0.91,0.29,3.69,0,7.09,3.14,15.99,0,1.24,1.32,6,6
BalconyFloor,5.44,12.74,13.72,3.11,0.91,0.29,3.69,0,0,10.69,7.12,6.67,2.83,2.33,6,5
BathroomFloor,4.68,4.55,13.72,3.61,2.55,0.29,3.69,0,4.2,4.85,6.87,6.42,9.2,3.57,6,4
BathroomFloor,4.61,6.23,13.72,3.67,1.86,0.29,3.69,0,6.84,2.89,12.13,1.11,6.82,3.21,6,4
Floor,1.12,1.08,13.72,15.06,10.69,0.29,3.69,0,0.91,0,0.94,0.91,160.88,14.93,22,55
InteriorWall,25.9,127.55,1.04,0.63,0.1,3.72,0,0.16,6.67,5.46,5.17,11.05,0.06,5.43,6,3
InteriorWall,4.53,127.55,1.04,3.6,0.1,3.72,0,0.16,5.09,7.56,6.81,5.91,0.36,27.53,6,5
InteriorWall,16.16,127.55,1.04,1.01,0.1,3.72,0,0.16,0.2,11.55,4.56,11.66,0.1,8.22,6,4
InteriorWall,16.16,127.55,1.04,1.01,0.1,3.72,0,0.16,0.2,11.55,5.17,11.05,0.1,8.22,10,5
InteriorWall,7.92,127.55,1.04,2.06,0.1,3.72,0,0.16,0.2,10.5,6.82,9.4,0.21,16.03,10,5
InteriorWall,7.92,127.55,1.04,2.06,0.1,3.72,0,0.16,0.2,10.5,8.15,8.07,0.21,16.03,6,4
InteriorWall,7.56,127.55,1.04,2.16,0.1,3.72,0,0.16,2.89,9.77,8.25,5.91,0.22,16.82,10,5
InteriorWall,4.53,127.55,1.04,3.6,0.1,3.72,0,0.16,7.93,4.73,6.81,5.91,0.36,27.53,6,4
InteriorWall,25.9,127.55,1.04,0.63,0.1,3.72,0,0.16,5.19,6.93,5.17,11.05,0.06,5.43,6,3
InteriorWall,8.16,127.55,1.04,2,0.1,3.72,0,0.16,3.09,7.66,5.17,11.05,0.2,15.62,6,5
InteriorWall,9.71,127.55,1.04,1.68,0.1,3.72,0,0.16,1.31,9.76,5.17,11.05,0.17,13.28,10,5
InteriorWall,4.35,127.55,1.04,3.75,0.1,3.72,0,0.16,2.99,9.66,1.52,11.05,0.38,28.67,10,7
InteriorWall,4.35,127.55,1.04,3.75,0.1,3.72,0,0.16,7.3,5.36,1.52,11.05,0.38,28.67,6,4
InteriorWall,22.67,127.55,1.04,0.72,0.1,3.72,0,0.16,1.21,11.45,4.56,11.05,0.07,6.08,6,5
InteriorWall,1.48,127.55,1.04,11.03,0.1,3.72,0,0.16,0.2,1.52,10.41,5.81,1.1,82.84,14,10
InteriorWall,25.9,127.55,1.04,0.63,0.1,3.72,0,0.16,2.36,9.77,8.15,8.07,0.06,5.43,6,4
InteriorWall,11.33,127.55,1.04,1.44,0.1,3.72,0,0.16,2.26,10.4,6.82,8.07,0.14,11.43,6,5
InteriorWall,2.66,127.55,1.04,6.14,0.1,3.72,0,0.16,5.09,1.52,6.71,9.51,0.61,46.46,10,8
InteriorWall,3.14,127.55,1.04,5.19,0.1,3.72,0,0.16,5.09,7.56,1.52,9.6,0.52,39.39,10,7
ExteriorWall,1.12,63.78,1.04,14.6,0.2,3.72,0,0.16,11.24,1.32,1.52,0.2,2.92,110.1,18,15
ExteriorWall,1.43,63.78,1.04,11.43,0.2,3.72,0,0.16,0,1.32,16.12,0,2.29,86.56,10,5
ExteriorWall,1.1,63.78,1.04,14.8,0.2,3.72,0,0.16,0,12.55,1.32,0.2,2.96,111.59,10,10
ExteriorWall,1.45,63.78,1.04,11.24,0.2,3.72,0,0.16,0.2,1.32,1.32,14.8,2.25,85.08,22,18
InteriorDoor,17.74,318.88,1.99,0.92,0.04,1.95,1.77,0.16,6.15,5.69,6.74,9.54,0.04,3.74,6,3
InteriorDoor,17.74,318.88,1.99,0.92,0.04,1.95,1.77,0.16,5.12,7.6,5.59,9.81,0.04,3.74,6,3
InteriorDoor,17.74,318.88,1.99,0.92,0.04,1.95,1.77,0.16,3.11,8.73,10.44,5.84,0.04,3.74,6,3
InteriorDoor,17.74,318.88,1.99,0.92,0.04,1.95,1.77,0.16,3.02,9.7,4.04,11.36,0.04,3.74,6,3
InteriorDoor,17.74,318.88,1.99,0.92,0.04,1.95,1.77,0.16,2.92,9.8,8.57,6.83,0.04,3.74,6,3
InteriorDoor,17.74,318.88,1.99,0.92,0.04,1.95,1.77,0.16,1.95,9.89,5.2,11.08,0.04,3.74,6,3
InteriorDoor,17.74,318.88,1.99,0.92,0.04,1.95,1.77,0.16,1.01,10.83,6.85,9.43,0.04,3.74,6,3
InteriorDoor,17.74,318.88,1.99,0.92,0.04,1.95,1.77,0.16,10.14,1.7,10.44,5.84,0.04,3.74,6,3
InteriorDoor,22.67,318.88,1.99,0.72,0.04,1.95,1.77,0.16,0.37,11.67,5.2,11.08,0.03,2.96,6,3
ExteriorDoor,16.16,318.88,1.99,1.01,0.04,1.95,1.77,0.16,0.08,12.64,5.54,9.77,0.04,4.09,6,3
Window,3.16,318.88,1.18,5.16,0.04,3.29,0.21,0.38,11.32,1.4,10.76,0.4,0.21,34.18,6,2
Window,1.53,318.88,1.18,10.64,0.04,3.29,0.21,0.38,0.4,1.72,16.2,0.08,0.43,70.24,6,2
Window,4.81,318.88,1.18,3.39,0.04,3.29,0.21,0.38,7.65,1.72,1.4,14.88,0.14,22.57,6,2
Window,10.14,318.88,1.18,1.61,0.04,3.29,0.21,0.38,5.44,5.71,1.4,14.88,0.06,10.82,6,2
Window,3.44,318.88,1.18,4.74,0.04,3.29,0.21,0.38,11.32,1.4,1.72,9.86,0.19,31.48,6,2
Window,5.26,318.88,1.18,3.1,0.04,3.29,0.21,0.38,11.32,1.4,7.06,6.16,0.12,20.66,6,2
Window,6.97,318.88,1.18,2.34,0.04,3.29,0.21,0.38,0.4,10.02,1.4,14.88,0.09,15.66,6,2
Window,10.88,318.88,1.18,1.5,0.04,3.29,0.21,0.38,3.34,7.92,1.4,14.88,0.06,10.13,6,2
Railing,4.81,425.17,3.88,3.39,0.03,1,2.72,0.16,7.65,1.72,0,16.29,0.1,6.84,6,4
Railing,12.36,425.17,3.88,1.32,0.03,1,2.72,0.16,11.01,1.72,0,15,0.04,2.7,6,5
Railing,12.36,425.17,3.88,1.32,0.03,1,2.72,0.16,7.65,5.08,0,15,0.04,2.7,6,5
Railing,6.97,425.17,3.88,2.34,0.03,1,2.72,0.16,0.4,10.02,0,16.29,0.07,4.74,6,4
Railing,12.36,425.17,3.88,1.32,0.03,1,2.72,0.16,0.4,12.33,0,15,0.04,2.7,6,5
Railing,12.36,425.17,3.88,1.32,0.03,1,2.72,0.16,2.71,10.02,0,15,0.04,2.7,6,5
Railing,3.44,425.17,3.88,4.74,0.03,1,2.72,0.16,12.73,0,1.72,9.86,0.14,9.55,6,4
Railing,12.36,425.17,3.88,1.32,0.03,1,2.72,0.16,11.44,0,1.72,14.57,0.04,2.7,6,5
Railing,12.36,425.17,3.88,1.32,0.03,1,2.72,0.16,11.44,0,6.43,9.86,0.04,2.7,6,5
Railing,3.17,425.17,3.88,5.15,0.03,1,2.72,0.16,12.73,0,10.76,0.4,0.15,10.37,6,4
Railing,12.36,425.17,3.88,1.32,0.03,1,2.72,0.16,11.44,0,10.76,5.52,0.04,2.7,6,5
Railing,12.36,425.17,3.88,1.32,0.03,1,2.72,0.16,11.44,0,15.89,0.4,0.04,2.7,6,5
BalconyFloor,4.81,9.66,24.25,3.39,1.32,0.16,3.72,0,7.65,1.72,0,15,4.47,1.51,6,6
BalconyFloor,6.97,9.66,24.25,2.34,1.32,0.16,3.72,0,0.4,10.02,0,15,3.09,1.17,6,6
BalconyFloor,3.44,9.66,24.25,4.74,1.32,0.16,3.72,0,11.44,0,1.72,9.86,6.26,1.94,6,6
BalconyFloor,3.16,9.66,24.25,5.16,1.32,0.16,3.72,0,11.44,0,10.76,0.4,6.8,2.07,6,6
BathroomFloor,4.53,4.66,24.25,3.6,2.74,0.16,3.72,0,5.19,4.83,6.81,5.91,9.85,2.03,6,5
BathroomFloor,4.47,6.38,24.25,3.65,2,0.16,3.72,0,3.09,7.67,1.52,11.15,7.31,1.81,6,5
Floor,1.09,1.12,24.25,15,11.43,0.16,3.72,0,0,1.32,1.32,0,171.51,8.46,22,48
InteriorWall,3.74,71.4,1.04,2.15,0.1,3.01,0,0.11,0.2,5.69,4.48,2.56,0.21,13.52,6,4
InteriorWall,1.77,71.4,1.04,4.55,0.1,3.01,0,0.11,2.45,1.04,3.17,3.87,0.45,27.96,6,4
InteriorWall,3.74,71.4,1.04,2.15,0.1,3.01,0,0.11,0.2,5.69,2.06,4.98,0.21,13.52,12,6
InteriorWall,1.83,71.4,1.04,4.38,0.1,3.01,0,0.11,2.35,5.59,0.2,2.56,0.44,26.95,14,9
ExteriorWall,1.19,35.7,1.04,6.74,0.2,3.01,0,0.11,6.99,0.84,0.2,0.2,1.35,41.78,14,13
ExteriorWall,1.12,35.7,1.04,7.14,0.2,3.01,0,0.11,0,7.83,0,0,1.43,44.19,10,7
ExteriorWall,1.15,35.7,1.04,6.99,0.2,3.01,0,0.11,0.2,0.84,0,6.94,1.4,43.29,6,5
ExteriorWall,1.15,35.7,1.04,6.99,0.2,3.01,0,0.11,0.2,0.84,6.94,0,1.4,43.29,6,4
InteriorDoor,8.73,178.5,1.67,0.92,0.04,1.87,1.14,0.11,2.38,5.61,2.15,4.07,0.04,3.59,6,3
InteriorDoor,8.73,178.5,1.67,0.92,0.04,1.87,1.14,0.11,2.38,5.62,3.36,2.86,0.04,3.59,6,3
InteriorDoor,8.73,178.5,1.67,0.92,0.04,1.87,1.14,0.11,1.31,5.8,2.09,5.01,0.04,3.59,6,3
ExteriorDoor,7.95,178.5,1.67,1.01,0.04,1.87,1.14,0.11,0.08,7.91,3.32,2.82,0.04,3.92,6,3
Window,2.49,178.5,1.28,3.22,0.04,2.44,0.2,0.48,7.07,0.92,3.52,0.4,0.13,15.92,6,2
Window,3.19,178.5,1.28,2.52,0.04,2.44,0.2,0.48,7.07,0.92,0.4,4.22,0.1,12.48,6,2
Railing,2.49,238,3.12,3.22,0.03,1,2.01,0.11,8,0,3.52,0.4,0.1,6.5,6,4
Railing,9.56,238,3.12,0.84,0.03,1,2.01,0.11,7.19,0,3.52,3.59,0.03,1.74,6,5
Railing,9.56,238,3.12,0.84,0.03,1,2.01,0.11,7.19,0,6.71,0.4,0.03,1.74,6,5
Railing,3.19,238,3.12,2.52,0.03,1,2.01,0.11,8,0,0.4,4.22,0.08,5.1,6,4
Railing,9.56,238,3.12,0.84,0.03,1,2.01,0.11,7.19,0,0.4,6.71,0.03,1.74,6,5
Railing,9.56,238,3.12,0.84,0.03,1,2.01,0.11,7.19,0,2.89,4.22,0.03,1.74,6,4
BalconyFloor,2.49,8.5,28.36,3.22,0.84,0.11,3.01,0,7.19,0,3.52,0.4,2.71,0.89,6,6
BalconyFloor,3.19,8.5,28.36,2.52,0.84,0.11,3.01,0,7.19,0,0.4,4.22,2.12,0.74,6,6
BathroomFloor,3.74,3.84,28.36,2.15,1.86,0.11,3.01,0,0.2,5.69,0.2,5.08,4,0.88,6,4
Floor,1.12,1,28.36,7.19,7.14,0.11,3.01,0,0,0.84,0,0,51.34,3.15,18,19
InteriorWall,7.3,85.36,1.06,2.1,0.1,3.02,0,0.19,6.3,6.93,5.54,2.89,0.21,13.26,9,4
InteriorWall,9.46,85.36,1.06,1.62,0.1,3.02,0,0.19,6.2,9.02,6.72,0.2,0.16,10.36,10,5
InteriorWall,13.93,85.36,1.06,1.1,0.1,3.02,0,0.19,8.49,5.73,3.38,5.05,0.11,7.23,10,5
InteriorWall,30.64,85.36,1.06,0.5,0.1,3.02,0,0.19,9.69,5.13,6.62,1.82,0.05,3.62,9,4
InteriorWall,3.61,85.36,1.06,4.24,0.1,3.02,0,0.19,9.69,1.39,3.38,5.05,0.42,26.21,6,4
InteriorWall,3.61,85.36,1.06,4.24,0.1,3.02,0,0.19,9.69,1.39,5.64,2.8,0.42,26.21,9,4
InteriorWall,7.3,85.36,1.06,2.1,0.1,3.02,0,0.19,6.3,6.93,2.8,5.64,0.21,13.26,6,5
InteriorWall,6.66,85.36,1.06,2.3,0.1,3.02,0,0.19,6.2,6.83,6.62,1.82,0.23,14.47,10,6
InteriorWall,7.44,85.36,1.06,2.06,0.1,3.02,0,0.19,6.2,9.02,4.56,1.92,0.21,13.03,6,5
