ComponentName,ApmtLength,ApmtDepth,ApmtHeight,Length,Depth,Height,ProximityDistance,TopArea,SidesArea,NumberOfFaces,ClashCount
BathroomFloor,3.72,4.68,24.86,3.48,2.45,0.14,0.2,8.51,1.66,6,4
Floor,1.06,1.07,24.86,12.16,10.69,0.14,0,129.9,6.4,20,33
InteriorWall,4.51,83.95,1.03,2.38,0.1,3.52,0.2,0.24,17.45,6,3
InteriorWall,4.51,83.95,1.03,2.38,0.1,3.52,0.2,0.24,17.45,6,5
InteriorWall,4.71,83.95,1.03,2.28,0.1,3.52,0.2,0.23,16.74,9,4
InteriorWall,8.07,83.95,1.03,1.33,0.1,3.52,0.2,0.13,10.04,6,3
InteriorWall,8.07,83.95,1.03,1.33,0.1,3.52,0.2,0.13,10.04,6,4
InteriorWall,2.68,83.95,1.03,4,0.1,3.52,0.2,0.4,28.85,6,3
InteriorWall,2.68,83.95,1.03,4,0.1,3.52,0.2,0.4,28.85,6,3
InteriorWall,18.18,83.95,1.03,0.59,0.1,3.52,2.48,0.06,4.86,6,3
InteriorWall,3.76,83.95,1.03,2.85,0.1,3.52,1.63,0.29,20.78,14,7
InteriorWall,2.1,83.95,1.03,5.12,0.1,3.52,1.63,0.51,36.72,14,5
InteriorWall,6.24,83.95,1.03,1.72,0.1,3.52,1.53,0.17,12.81,10,7
ExteriorWall,1.34,41.98,1.03,8,0.2,3.52,0,1.6,57.69,6,4
ExteriorWall,1.02,41.98,1.03,10.53,0.2,3.52,0,2.11,75.53,18,9
ExteriorWall,1.28,41.98,1.03,8.39,0.2,3.52,0,1.68,60.51,6,6
ExteriorWall,1.02,41.98,1.03,10.53,0.2,3.52,0,2.11,75.53,10,9
InteriorDoor,11.66,209.88,1.65,0.92,0.04,2.21,4.13,0.04,4.24,6,3
InteriorDoor,11.66,209.88,1.65,0.92,0.04,2.21,2.1,0.04,4.24,6,3
InteriorDoor,11.66,209.88,1.65,0.92,0.04,2.21,2.51,0.04,4.24,6,3
InteriorDoor,11.66,209.88,1.65,0.92,0.04,2.21,1.8,0.04,4.24,6,3
InteriorDoor,11.66,209.88,1.65,0.92,0.04,2.21,1.56,0.04,4.24,6,3
ExteriorDoor,10.62,209.88,1.65,1.01,0.04,2.21,0.08,0.04,4.63,6,3
Window,3.21,209.88,1.24,3.34,0.04,2.94,0.08,0.13,19.85,6,2
Window,3.53,209.88,1.24,3.04,0.04,2.94,0.08,0.12,18.12,6,2
Window,4.57,209.88,1.24,2.35,0.04,2.94,0.08,0.09,14.06,6,2
BathroomFloor,3.35,3.68,30.33,3.2,2.28,0.12,0.2,7.28,1.31,6,4
Floor,1,1,30.33,10.73,8.4,0.12,0,90.06,4.59,18,23
InteriorWall,6.64,62.76,1.07,1.52,0.1,3.55,0.2,0.15,11.47,6,4
InteriorWall,4.81,62.76,1.07,2.1,0.1,3.55,0.2,0.21,15.65,10,5
InteriorWall,2.99,62.76,1.07,3.38,0.1,3.55,0.2,0.34,24.69,10,5
InteriorWall,4.59,62.76,1.07,2.2,0.1,3.55,0.2,0.22,16.36,10,5
InteriorWall,1.72,62.76,1.07,5.88,0.1,3.55,0.2,0.59,42.43,10,8
InteriorWall,3.32,62.76,1.07,3.04,0.1,3.55,2.3,0.3,22.28,6,4
ExteriorWall,1.04,31.38,1.07,9.7,0.2,3.55,0,1.94,70.28,14,7
ExteriorWall,1.04,31.38,1.07,9.7,0.2,3.55,0,1.94,70.28,10,9
ExteriorWall,1.61,31.38,1.07,6.28,0.2,3.55,0,1.26,45.98,6,5
ExteriorWall,1.61,31.38,1.07,6.28,0.2,3.55,0,1.26,45.98,6,5
InteriorDoor,10.98,156.9,1.76,0.92,0.04,2.16,2.68,0.04,4.15,6,3
InteriorDoor,10.98,156.9,1.76,0.92,0.04,2.16,1.4,0.04,4.15,6,3
InteriorDoor,10.98,156.9,1.76,0.92,0.04,2.16,1.21,0.04,4.15,6,3
InteriorDoor,10.98,156.9,1.76,0.92,0.04,2.16,1.11,0.04,4.15,6,3
ExteriorDoor,10,156.9,1.76,1.01,0.04,2.16,0.08,0.04,4.53,6,3
Window,1.75,156.9,1.35,5.77,0.04,2.82,0.08,0.23,32.77,6,2
Window,3.45,156.9,1.35,2.93,0.04,2.82,0.08,0.12,16.74,6,2
BathroomFloor,2.99,2.99,15.2,3.38,2.1,0.25,0.2,7.11,2.74,6,4
Floor,1,1,15.2,10.1,6.28,0.25,0,63.38,8.19,18,17
InteriorWall,22.05,104.9,1.03,0.49,0.1,3.21,2.05,0.05,3.77,6,4
InteriorWall,9.31,104.9,1.03,1.16,0.1,3.21,2.36,0.12,8.09,10,5
InteriorWall,3.06,104.9,1.03,3.53,0.1,3.21,0.2,0.35,23.27,10,5
InteriorWall,3.21,104.9,1.03,3.37,0.1,3.21,3.62,0.34,22.25,6,3
InteriorWall,5.27,104.9,1.03,2.05,0.1,3.21,0.2,0.21,13.84,10,6
InteriorWall,5.4,104.9,1.03,2,0.1,3.21,2.05,0.2,13.45,10,5
InteriorWall,5.57,104.9,1.03,1.94,0.1,3.21,0.2,0.19,13.13,6,4
InteriorWall,2.6,104.9,1.03,4.16,0.1,3.21,0.2,0.42,27.37,6,4
InteriorWall,8.58,104.9,1.03,1.26,0.1,3.21,1.52,0.13,8.73,6,5
InteriorWall,5.25,104.9,1.03,2.06,0.1,3.21,1.62,0.21,13.85,6,6
InteriorWall,2.18,104.9,1.03,4.95,0.1,3.21,0.2,0.49,32.41,6,5
InteriorWall,2.18,104.9,1.03,4.95,0.1,3.21,0.2,0.49,32.41,10,6
ExteriorWall,1.07,52.45,1.03,10.09,0.2,3.21,0,2.02,66.06,10,7
ExteriorWall,1,52.45,1.03,10.81,0.2,3.21,0,2.16,70.65,14,7
ExteriorWall,1.05,52.45,1.03,10.29,0.2,3.21,0,2.06,67.35,6,5
ExteriorWall,1.02,52.45,1.03,10.61,0.2,3.21,0,2.12,69.37,18,9
InteriorDoor,11.74,262.25,1.53,0.92,0.04,2.17,3.55,0.04,4.17,6,3
InteriorDoor,11.74,262.25,1.53,0.92,0.04,2.17,2.58,0.04,4.17,6,3
InteriorDoor,11.74,262.25,1.53,0.92,0.04,2.17,2.48,0.04,4.17,6,3
InteriorDoor,11.74,262.25,1.53,0.92,0.04,2.17,2.37,0.04,4.17,6,3
InteriorDoor,11.74,262.25,1.53,0.92,0.04,2.17,1.22,0.04,4.17,6,3
ExteriorDoor,10.7,262.25,1.53,1.01,0.04,2.17,0.08,0.04,4.55,6,3
Window,1.79,262.25,1.68,6.02,0.04,1.97,0.08,0.24,23.86,6,2
Window,3.51,262.25,1.68,3.08,0.04,1.97,0.08,0.12,12.27,6,2
Window,3.76,262.25,1.68,2.87,0.04,1.97,0.08,0.11,11.45,6,2
Window,3.19,262.25,1.68,3.39,0.04,1.97,0.08,0.14,13.51,6,2
Window,3.76,262.25,1.68,2.87,0.04,1.97,0.08,0.11,11.45,6,2
BathroomFloor,3.2,3.16,33.1,3.38,3.32,0.1,0.2,11.2,1.34,8,5
Floor,1,1,33.1,10.8,10.49,0.1,0,113.34,4.26,20,24
InteriorWall,4.83,120.16,1.07,3.7,0.1,3.22,0.2,0.37,24.49,6,4
InteriorWall,7.01,120.16,1.07,2.55,0.1,3.22,3.29,0.25,17.04,6,4
InteriorWall,19.23,120.16,1.07,0.93,0.1,3.22,0.2,0.09,6.62,10,5
InteriorWall,19.23,120.16,1.07,0.93,0.1,3.22,0.2,0.09,6.62,6,4
InteriorWall,9.13,120.16,1.07,1.96,0.1,3.22,2.8,0.2,13.25,10,5
InteriorWall,36.5,120.16,1.07,0.49,0.1,3.22,2.21,0.05,3.79,6,4
InteriorWall,9.36,120.16,1.07,1.91,0.1,3.22,0.2,0.19,12.93,10,5
InteriorWall,9.36,120.16,1.07,1.91,0.1,3.22,0.2,0.19,12.93,6,4
InteriorWall,7.15,120.16,1.07,2.5,0.1,3.22,0.2,0.25,16.72,6,4
InteriorWall,5.98,120.16,1.07,2.99,0.1,3.22,0.2,0.3,19.87,10,5
InteriorWall,12.25,120.16,1.07,1.46,0.1,3.22,4,0.15,10.07,10,5
InteriorWall,4.83,120.16,1.07,3.7,0.1,3.22,0.2,0.37,24.49,6,4
InteriorWall,4.83,120.16,1.07,3.7,0.1,3.22,0.2,0.37,24.49,10,6
InteriorWall,25.92,120.16,1.07,0.69,0.1,3.22,3.9,0.07,5.07,6,3
InteriorWall,24.84,120.16,1.07,0.72,0.1,3.22,1.13,0.07,5.31,6,5
InteriorWall,4.77,120.16,1.07,3.75,0.1,3.22,3.19,0.37,24.79,6,5
InteriorWall,4.77,120.16,1.07,3.75,0.1,3.22,4.75,0.37,24.79,6,6
InteriorWall,12.34,120.16,1.07,1.45,0.1,3.22,2.11,0.15,10.01,6,5
InteriorWall,7.48,120.16,1.07,2.39,0.1,3.22,2.7,0.24,16.04,10,6
InteriorWall,3.12,120.16,1.07,5.73,0.1,3.22,0.2,0.57,37.56,10,8
InteriorWall,4.25,120.16,1.07,4.21,0.1,3.22,1.23,0.42,27.78,10,7
ExteriorWall,1.74,60.08,1.07,10.29,0.2,3.22,0,2.06,67.53,22,12
ExteriorWall,1.67,60.08,1.07,10.69,0.2,3.22,0,2.14,70.11,10,8
ExteriorWall,1.19,60.08,1.07,15,0.2,3.22,0,3,97.87,18,15
ExteriorWall,1.19,60.08,1.07,15,0.2,3.22,0,3,97.87,10,10
InteriorDoor,19.44,300.4,1.71,0.92,0.04,2.01,4.33,0.04,3.86,6,3
InteriorDoor,19.44,300.4,1.71,0.92,0.04,2.01,4.05,0.04,3.86,6,3
InteriorDoor,19.44,300.4,1.71,0.92,0.04,2.01,2.87,0.04,3.86,6,3
InteriorDoor,19.44,300.4,1.71,0.92,0.04,2.01,2.76,0.04,3.86,6,3
InteriorDoor,19.44,300.4,1.71,0.92,0.04,2.01,2.73,0.04,3.86,6,3
InteriorDoor,19.44,300.4,1.71,0.92,0.04,2.01,1.8,0.04,3.86,6,3
InteriorDoor,19.44,300.4,1.71,0.92,0.04,2.01,0.91,0.04,3.86,6,3
InteriorDoor,19.44,300.4,1.71,0.92,0.04,2.01,0.33,0.04,3.86,6,3
InteriorDoor,24.84,300.4,1.71,0.72,0.04,2.01,0.33,0.03,3.06,6,3
ExteriorDoor,17.71,300.4,1.71,1.01,0.04,2.01,0.08,0.04,4.21,6,3
Window,3.42,300.4,1.84,5.23,0.04,1.86,0.08,0.21,19.61,6,2
Window,1.81,300.4,1.84,9.89,0.04,1.86,0.09,0.4,36.92,6,2
Window,5.73,300.4,1.84,3.12,0.04,1.86,0.08,0.12,11.77,6,2
Window,12.25,300.4,1.84,1.46,0.04,1.86,0.08,0.06,5.57,6,2
Window,3.71,300.4,1.84,4.82,0.04,1.86,0.08,0.19,18.06,6,2
Window,5.68,300.4,1.84,3.15,0.04,1.86,0.08,0.13,11.86,6,2
Window,8.36,300.4,1.84,2.14,0.04,1.86,0.08,0.09,8.12,6,2
Window,13.15,300.4,1.84,1.36,0.04,1.86,0.08,0.05,5.21,6,2
Railing,3.71,400.53,3.43,4.82,0.03,1,0,0.14,9.69,6,4
Railing,13.45,400.53,3.43,1.33,0.03,1,0,0.04,2.72,6,5
Railing,13.45,400.53,3.43,1.33,0.03,1,0,0.04,2.72,6,4
Railing,5.68,400.53,3.43,3.15,0.03,1,0,0.09,6.36,6,4
Railing,13.45,400.53,3.43,1.33,0.03,1,0,0.04,2.72,6,4
Railing,13.45,400.53,3.43,1.33,0.03,1,0,0.04,2.72,6,5
Railing,1.81,400.53,3.43,9.89,0.03,1,0,0.3,19.83,6,4
Railing,13.45,400.53,3.43,1.33,0.03,1,0,0.04,2.72,6,5
Railing,13.45,400.53,3.43,1.33,0.03,1,0,0.04,2.72,6,5
Railing,8.36,400.53,3.43,2.14,0.03,1,0,0.06,4.35,6,4
Railing,13.45,400.53,3.43,1.33,0.03,1,0,0.04,2.72,6,4
Railing,13.45,400.53,3.43,1.33,0.03,1,0,0.04,2.72,6,4
Railing,13.15,400.53,3.43,1.36,0.03,1,0,0.04,2.78,6,4
Railing,13.45,400.53,3.43,1.33,0.03,1,0,0.04,2.72,6,4
Railing,13.45,400.53,3.43,1.33,0.03,1,0,0.04,2.72,6,4
Railing,12.25,400.53,3.43,1.46,0.03,1,0,0.04,2.98,6,4
Railing,13.45,400.53,3.43,1.33,0.03,1,0,0.04,2.72,6,4
Railing,13.45,400.53,3.43,1.33,0.03,1,0,0.04,2.72,6,4
Railing,5.73,400.53,3.43,3.12,0.03,1,0,0.09,6.31,6,4
Railing,13.45,400.53,3.43,1.33,0.03,1,0,0.04,2.72,6,4
Railing,13.45,400.53,3.43,1.33,0.03,1,0,0.04,2.72,6,4
BalconyFloor,1.81,9.03,16.33,9.89,1.33,0.21,0,13.15,4.71,6,6
BalconyFloor,3.71,9.03,16.33,4.82,1.33,0.21,0,6.41,2.58,6,6
BalconyFloor,5.68,9.03,16.33,3.15,1.33,0.21,0,4.19,1.88,6,6
BalconyFloor,8.36,9.03,16.33,2.14,1.33,0.21,0,2.85,1.46,6,5
BalconyFloor,13.15,9.03,16.33,1.36,1.33,0.21,0,1.81,1.13,6,5
BalconyFloor,12.25,9.03,16.33,1.46,1.33,0.21,0,1.94,1.17,6,5
BalconyFloor,5.73,9.03,16.33,3.12,1.33,0.21,0,4.15,1.87,6,5
BathroomFloor,4.9,4.71,16.33,3.65,2.55,0.21,3.29,9.29,2.6,6,4
BathroomFloor,4.83,6.46,16.33,3.7,1.86,0.21,0.2,6.89,2.34,6,4
Floor,1.18,1.12,16.33,15.2,10.69,0.21,0,162.4,10.87,22,57
InteriorWall,6.72,76.68,1.03,1.34,0.1,3.25,0.2,0.13,9.39,6,4
InteriorWall,6.72,76.68,1.03,1.34,0.1,3.25,0.2,0.13,9.39,6,4
InteriorWall,3.95,76.68,1.03,2.28,0.1,3.25,0.2,0.23,15.47,6,5
InteriorWall,7.38,76.68,1.03,1.22,0.1,3.25,2.58,0.12,8.55,10,5
InteriorWall,3.29,76.68,1.03,2.74,0.1,3.25,0.2,0.27,18.45,10,6
InteriorWall,4.04,76.68,1.03,2.23,0.1,3.25,1.54,0.22,15.12,10,5
InteriorWall,1.95,76.68,1.03,4.63,0.1,3.25,0.2,0.46,30.75,6,4
ExteriorWall,1.24,38.34,1.03,7.27,0.2,3.25,0,1.45,48.54,6,6
ExteriorWall,1.24,38.34,1.03,7.27,0.2,3.25,0,1.45,48.54,6,4
ExteriorWall,1,38.34,1.03,9.01,0.2,3.25,0,1.8,59.86,10,8
ExteriorWall,1,38.34,1.03,9.01,0.2,3.25,0,1.8,59.86,14,7
InteriorDoor,9.79,191.7,1.67,0.92,0.04,2.01,2.78,0.04,3.86,6,3
InteriorDoor,9.79,191.7,1.67,0.92,0.04,2.01,1.73,0.04,3.86,6,3
InteriorDoor,9.79,191.7,1.67,0.92,0.04,2.01,1.57,0.04,3.86,6,3
ExteriorDoor,8.92,191.7,1.67,1.01,0.04,2.01,0.08,0.04,4.21,6,3
Window,2.02,191.7,1.74,4.46,0.04,1.93,0.08,0.18,17.38,6,2
Window,2.86,191.7,1.74,3.15,0.04,1.93,0.08,0.13,12.3,6,2
BathroomFloor,3.41,3.36,33.5,2.64,2.28,0.1,0.2,6.01,0.98,6,4
Floor,1,1,33.5,9.01,7.67,0.1,0,69.08,3.34,18,17
InteriorWall,13.07,88.48,1.03,0.69,0.1,3.7,2.4,0.07,5.82,6,4
InteriorWall,1.98,88.48,1.03,4.55,0.1,3.7,0.2,0.46,34.44,6,4
InteriorWall,2.27,88.48,1.03,3.97,0.1,3.7,0.2,0.4,30.09,10,6
InteriorWall,5.13,88.48,1.03,1.76,0.1,3.7,2.4,0.18,13.79,10,5
InteriorWall,3.92,88.48,1.03,2.3,0.1,3.7,0.2,0.23,17.77,6,4
InteriorWall,2.39,88.48,1.03,3.78,0.1,3.7,0.2,0.38,28.73,10,8
ExteriorWall,1.05,44.24,1.03,8.62,0.2,3.7,0,1.72,65.27,6,4
ExteriorWall,1.02,44.24,1.03,8.85,0.2,3.7,0,1.77,66.96,10,7
ExteriorWall,1.02,44.24,1.03,8.82,0.2,3.7,0,1.76,66.75,6,6
ExteriorWall,1.04,44.24,1.03,8.65,0.2,3.7,0,1.73,65.48,14,7
InteriorDoor,9.8,221.2,1.66,0.92,0.04,2.3,2.87,0.04,4.42,6,3
InteriorDoor,9.8,221.2,1.66,0.92,0.04,2.3,2.78,0.04,4.42,6,3
InteriorDoor,9.8,221.2,1.66,0.92,0.04,2.3,2.09,0.04,4.42,6,3
ExteriorDoor,8.93,221.2,1.66,1.01,0.04,2.3,0.08,0.04,4.82,6,3
Window,2.14,221.2,1.31,4.22,0.04,2.91,0.08,0.17,24.76,6,2
Window,2.79,221.2,1.31,3.23,0.04,2.91,0.08,0.13,19.05,6,2
BathroomFloor,2.27,4,34.64,3.97,2.21,0.11,0.2,8.76,1.36,6,5
Floor,1,1,34.64,9.02,8.85,0.11,0,79.81,3.93,18,16
InteriorWall,11.85,106.09,1.03,1.21,0.1,3.4,2.59,0.12,8.93,10,5
InteriorWall,11.85,106.09,1.03,1.21,0.1,3.4,2.59,0.12,8.93,10,5
InteriorWall,5.33,106.09,1.03,2.69,0.1,3.4,0.2,0.27,18.97,10,6
InteriorWall,4.11,106.09,1.03,3.49,0.1,3.4,0.2,0.35,24.39,6,4
InteriorWall,7.84,106.09,1.03,1.83,0.1,3.4,3.5,0.18,13.1,10,5
InteriorWall,5.78,106.09,1.03,2.48,0.1,3.4,0.2,0.25,17.58,6,4
InteriorWall,5.78,106.09,1.03,2.48,0.1,3.4,0.2,0.25,17.58,6,5
InteriorWall,5.78,106.09,1.03,2.48,0.1,3.4,0.2,0.25,17.58,6,4
InteriorWall,3.99,106.09,1.03,3.59,0.1,3.4,0.2,0.36,25.07,6,6
InteriorWall,4.57,106.09,1.03,3.14,0.1,3.4,2.99,0.31,22.06,10,6
InteriorWall,4.35,106.09,1.03,3.3,0.1,3.4,0.2,0.33,23.09,6,4
InteriorWall,4.18,106.09,1.03,3.43,0.1,3.4,4.11,0.34,24.03,6,4
InteriorWall,2.75,106.09,1.03,5.22,0.1,3.4,0.2,0.52,36.2,6,4
InteriorWall,8.34,106.09,1.03,1.72,0.1,3.4,3.4,0.17,12.36,10,6
ExteriorWall,1.12,53.05,1.03,12.83,0.2,3.4,0,2.57,88.61,18,9
ExteriorWall,1.5,53.05,1.03,9.53,0.2,3.4,0,1.91,66.16,10,5
ExteriorWall,1.1,53.05,1.03,13.03,0.2,3.4,0,2.61,89.97,10,9
ExteriorWall,1.54,53.05,1.03,9.33,0.2,3.4,0,1.87,64.8,18,12
InteriorDoor,15.59,265.23,1.88,0.92,0.04,1.86,3.59,0.04,3.57,6,3
InteriorDoor,15.59,265.23,1.88,0.92,0.04,1.86,3.59,0.04,3.57,6,3
InteriorDoor,15.59,265.23,1.88,0.92,0.04,1.86,3.43,0.04,3.57,6,3
InteriorDoor,15.59,265.23,1.88,0.92,0.04,1.86,2.62,0.04,3.57,6,3
InteriorDoor,15.59,265.23,1.88,0.92,0.04,1.86,2.62,0.04,3.57,6,3
InteriorDoor,15.59,265.23,1.88,0.92,0.04,1.86,1.26,0.04,3.57,6,3
ExteriorDoor,14.2,265.23,1.88,1.01,0.04,1.86,0.08,0.04,3.9,6,3
Window,1.64,265.23,1.26,8.73,0.04,2.78,0.08,0.35,48.76,6,2
Window,3.46,265.23,1.26,4.15,0.04,2.78,0.08,0.17,23.29,6,2
Window,2.96,265.23,1.26,4.85,0.04,2.78,0.08,0.19,27.22,6,2
Window,5.21,265.23,1.26,2.75,0.04,2.78,0.09,0.11,15.49,6,2
Window,6.43,265.23,1.26,2.23,0.04,2.78,0.08,0.09,12.61,6,2
Window,5.65,265.23,1.26,2.54,0.04,2.78,0.08,0.1,14.37,6,2
Window,6.4,265.23,1.26,2.24,0.04,2.78,0.08,0.09,12.67,6,2
Railing,5.21,353.63,3.5,2.75,0.03,1,0,0.08,5.55,6,4
Railing,13.28,353.63,3.5,1.08,0.03,1,0,0.03,2.22,6,4
Railing,13.28,353.63,3.5,1.08,0.03,1,0,0.03,2.22,6,5
Railing,3.46,353.63,3.5,4.15,0.03,1,0,0.12,8.36,6,4
Railing,13.28,353.63,3.5,1.08,0.03,1,0,0.03,2.22,6,4
Railing,13.28,353.63,3.5,1.08,0.03,1,0,0.03,2.22,6,4
Railing,6.43,353.63,3.5,2.23,0.03,1,0,0.07,4.52,6,4
Railing,13.28,353.63,3.5,1.08,0.03,1,0,0.03,2.22,6,4
Railing,13.28,353.63,3.5,1.08,0.03,1,0,0.03,2.22,6,3
BalconyFloor,5.21,9.82,35,2.75,1.08,0.1,0,2.97,0.77,6,6
BalconyFloor,3.46,9.82,35,4.15,1.08,0.1,0,4.48,1.05,6,5
BalconyFloor,6.43,9.82,35,2.23,1.08,0.1,0,2.41,0.66,6,4
BathroomFloor,4.11,3.94,35,3.49,2.69,0.1,0.2,9.38,1.24,6,4
Floor,1.08,1.11,35,13.23,9.53,0.1,0,126.08,4.55,18,33
InteriorWall,12.59,99.67,1.05,0.88,0.1,3.67,2.34,0.09,7.19,6,4
InteriorWall,4.36,99.67,1.05,2.54,0.1,3.67,0.2,0.25,19.38,6,4
InteriorWall,9.23,99.67,1.05,1.2,0.1,3.67,1.81,0.12,9.51,10,5
InteriorWall,8.86,99.67,1.05,1.25,0.1,3.67,0.2,0.12,9.87,10,5
InteriorWall,8.86,99.67,1.05,1.25,0.1,3.67,0.2,0.12,9.87,6,4
InteriorWall,1.97,99.67,1.05,5.63,0.1,3.67,0.2,0.56,42.06,6,4
InteriorWall,15.83,99.67,1.05,0.7,0.1,3.67,1.81,0.07,5.85,6,4
InteriorWall,1.93,99.67,1.05,5.73,0.1,3.67,0.2,0.57,42.79,6,5
InteriorWall,4.36,99.67,1.05,2.54,0.1,3.67,0.2,0.25,19.38,6,5
InteriorWall,6.52,99.67,1.05,1.7,0.1,3.67,2.34,0.17,13.18,10,5
InteriorWall,11.3,99.67,1.05,0.98,0.1,3.67,1.44,0.1,7.93,6,5
InteriorWall,2.81,99.67,1.05,3.94,0.1,3.67,0.2,0.39,29.63,6,6
InteriorWall,2.26,99.67,1.05,4.9,0.1,3.67,2.99,0.49,36.69,14,8
InteriorWall,8.72,99.67,1.05,1.27,0.1,3.67,1.81,0.13,10.09,10,6
InteriorWall,6.48,99.67,1.05,1.71,0.1,3.67,0.2,0.17,13.31,6,4
InteriorWall,2.04,99.67,1.05,5.44,0.1,3.67,0.2,0.54,40.65,14,9
ExteriorWall,1.04,49.84,1.05,10.68,0.2,3.67,0,2.14,79.84,18,9
ExteriorWall,1,49.84,1.05,11.08,0.2,3.67,0,2.22,82.78,10,10
ExteriorWall,1.13,49.84,1.05,9.77,0.2,3.67,0,1.95,73.16,6,4
ExteriorWall,1.13,49.84,1.05,9.77,0.2,3.67,0,1.95,73.16,6,6
InteriorDoor,12.04,249.18,1.89,0.92,0.04,2.04,4.07,0.04,3.92,6,3
InteriorDoor,12.04,249.18,1.89,0.92,0.04,2.04,4.07,0.04,3.92,6,3
InteriorDoor,12.04,249.18,1.89,0.92,0.04,2.04,3.03,0.04,3.92,6,3
InteriorDoor,12.04,249.18,1.89,0.92,0.04,2.04,2.77,0.04,3.92,6,3
InteriorDoor,12.04,249.18,1.89,0.92,0.04,2.04,2.09,0.04,3.92,6,3
InteriorDoor,12.04,249.18,1.89,0.92,0.04,2.04,2.09,0.04,3.92,6,3
InteriorDoor,12.04,249.18,1.89,0.92,0.04,2.04,1.84,0.04,3.92,6,3
InteriorDoor,15.39,249.18,1.89,0.72,0.04,2.04,0.54,0.03,3.1,6,3
ExteriorDoor,10.97,249.18,1.89,1.01,0.04,2.04,0.08,0.04,4.28,6,3
Window,2.31,249.18,1.82,4.79,0.04,2.12,0.08,0.19,20.48,6,2
Window,4.54,249.18,1.82,2.44,0.04,2.12,0.08,0.1,10.51,6,2
Window,5.99,249.18,1.82,1.85,0.04,2.12,0.08,0.07,8.01,6,2
BathroomFloor,3.83,3.92,21.39,2.89,2.54,0.18,0.2,7.34,1.95,6,4
Floor,1,1,21.39,11.08,9.97,0.18,0,110.41,7.58,18,31
InteriorWall,12.68,76.86,1.08,0.8,0.1,3.03,2.56,0.08,5.48,6,4
InteriorWall,8.39,76.86,1.08,1.21,0.1,3.03,1.97,0.12,7.91,6,4
InteriorWall,4.49,76.86,1.08,2.26,0.1,3.03,0.2,0.23,14.31,10,5
InteriorWall,3.28,76.86,1.08,3.09,0.1,3.03,0.2,0.31,19.31,6,4
InteriorWall,3.65,76.86,1.08,2.78,0.1,3.03,0.2,0.28,17.48,6,4
InteriorWall,20.29,76.86,1.08,0.5,0.1,3.03,2.46,0.05,3.67,6,5
InteriorWall,10.05,76.86,1.08,1.01,0.1,3.03,1.97,0.1,6.74,6,4
InteriorWall,2.97,76.86,1.08,3.42,0.1,3.03,2.56,0.34,21.31,18,10
InteriorWall,1.79,76.86,1.08,5.68,0.1,3.03,0.2,0.57,35.01,14,7
InteriorWall,2.31,76.86,1.08,4.4,0.1,3.03,0.2,0.44,27.28,10,7
InteriorWall,3.65,76.86,1.08,2.78,0.1,3.03,0.2,0.28,17.48,9,6
ExteriorWall,1.39,38.43,1.08,7.29,0.2,3.03,0,1.46,45.37,10,5
ExteriorWall,1.39,38.43,1.08,7.29,0.2,3.03,0,1.46,45.37,18,9
ExteriorWall,1,38.43,1.08,10.15,0.2,3.03,0,2.03,62.7,6,6
ExteriorWall,1,38.43,1.08,10.15,0.2,3.03,0,2.03,62.7,6,7
InteriorDoor,11.03,192.15,1.62,0.92,0.04,2.01,3.28,0.04,3.86,6,3
InteriorDoor,11.03,192.15,1.62,0.92,0.04,2.01,3.32,0.04,3.86,6,3
InteriorDoor,11.03,192.15,1.62,0.92,0.04,2.01,3.01,0.04,3.86,6,3
InteriorDoor,11.03,192.15,1.62,0.92,0.04,2.01,3.01,0.04,3.86,6,3
InteriorDoor,14.09,192.15,1.62,0.72,0.04,2.01,2.65,0.03,3.06,6,3
InteriorDoor,11.03,192.15,1.62,0.92,0.04,2.01,2.35,0.04,3.86,6,3
InteriorDoor,11.03,192.15,1.62,0.92,0.04,2.01,1.25,0.04,3.86,6,3
ExteriorDoor,10.05,192.15,1.62,1.01,0.04,2.01,0.08,0.04,4.21,6,3
Window,1.47,192.15,1.54,6.89,0.04,2.12,0.08,0.28,29.37,6,2
Window,3.84,192.15,1.54,2.64,0.04,2.12,0.08,0.11,11.35,6,2
Window,5.26,192.15,1.54,1.93,0.04,2.12,0.08,0.08,8.35,6,2
BathroomFloor,3.28,4.49,14.17,3.09,1.71,0.23,0.2,5.27,2.21,6,4
Floor,1,1,14.17,10.15,7.69,0.23,0,77.98,8.2,18,25
InteriorWall,4.37,115.86,1.06,3.48,0.1,3.32,0.2,0.35,23.74,6,4
InteriorWall,4.43,115.86,1.06,3.43,0.1,3.32,4.75,0.34,23.43,6,5
InteriorWall,16.36,115.86,1.06,0.93,0.1,3.32,0.2,0.09,6.83,6,4
InteriorWall,31.04,115.86,1.06,0.49,0.1,3.32,2.21,0.05,3.9,6,4
InteriorWall,7.96,115.86,1.06,1.91,0.1,3.32,0.2,0.19,13.33,10,5
InteriorWall,7.96,115.86,1.06,1.91,0.1,3.32,0.2,0.19,13.33,6,4
InteriorWall,4.43,115.86,1.06,3.43,0.1,3.32,3.19,0.34,23.43,6,4
InteriorWall,11.1,115.86,1.06,1.37,0.1,3.32,3.78,0.14,9.76,10,5
InteriorWall,4.37,115.86,1.06,3.48,0.1,3.32,0.2,0.35,23.74,6,4
InteriorWall,4.37,115.86,1.06,3.48,0.1,3.32,0.2,0.35,23.74,10,6
