ComponentName,ApmtLength,ApmtDepth,ApmtHeight,Length,Depth,Height,ProximityDistance,TopArea,SidesArea,NumberOfFaces,ClashCount
InteriorDoor,15.93,279,1.45,0.92,0.04,2.25,2.7,0.04,4.32,6,3
InteriorDoor,15.93,279,1.45,0.92,0.04,2.25,1.32,0.04,4.32,6,3
ExteriorDoor,14.51,279,1.45,1.01,0.04,2.25,0.08,0.04,4.72,6,3
Window,1.62,279,1.97,9.06,0.04,1.66,0.08,0.36,30.21,6,2
Window,3.51,279,1.97,4.18,0.04,1.66,0.08,0.17,14.02,6,2
Window,3,279,1.97,4.89,0.04,1.66,0.08,0.2,16.38,6,2
Window,5.11,279,1.97,2.87,0.04,1.66,0.09,0.11,9.64,6,2
Window,6.51,279,1.97,2.25,0.04,1.66,0.08,0.09,7.6,6,2
Window,5.51,279,1.97,2.66,0.04,1.66,0.09,0.11,8.95,6,2
Window,6.26,279,1.97,2.34,0.04,1.66,0.09,0.09,7.9,6,2
Railing,6.26,372,3.27,2.34,0.03,1,0,0.07,4.74,6,4
Railing,11.28,372,3.27,1.3,0.03,1,0,0.04,2.66,6,4
Railing,11.28,372,3.27,1.3,0.03,1,0,0.04,2.66,6,4
Railing,6.51,372,3.27,2.25,0.03,1,0,0.07,4.56,6,4
Railing,11.28,372,3.27,1.3,0.03,1,0,0.04,2.66,6,5
Railing,11.28,372,3.27,1.3,0.03,1,0,0.04,2.66,6,5
Railing,5.11,372,3.27,2.87,0.03,1,0,0.09,5.79,6,4
Railing,11.28,372,3.27,1.3,0.03,1,0,0.04,2.66,6,3
Railing,11.28,372,3.27,1.3,0.03,1,0,0.04,2.66,6,4
Railing,5.51,372,3.27,2.66,0.03,1,0,0.08,5.37,6,4
Railing,11.28,372,3.27,1.3,0.03,1,0,0.04,2.66,6,3
Railing,11.28,372,3.27,1.3,0.03,1,0,0.04,2.66,6,3
Railing,2.99,372,3.27,4.9,0.03,1,0,0.15,9.85,6,4
Railing,11.28,372,3.27,1.3,0.03,1,0,0.04,2.66,6,5
Railing,11.28,372,3.27,1.3,0.03,1,0,0.04,2.66,6,5
BalconyFloor,6.26,8.58,20.44,2.34,1.3,0.16,0,3.04,1.16,6,5
BalconyFloor,5.11,8.58,20.44,2.87,1.3,0.16,0,3.72,1.33,6,5
BalconyFloor,5.51,8.58,20.44,2.66,1.3,0.16,0,3.45,1.27,6,4
BalconyFloor,6.51,8.58,20.44,2.25,1.3,0.16,0,2.93,1.14,6,6
BalconyFloor,2.99,8.58,20.44,4.9,1.3,0.16,0,6.36,1.98,6,6
BathroomFloor,4.18,4,20.44,3.51,2.79,0.16,0.2,9.8,2.02,6,4
Floor,1.1,1.13,20.44,13.33,9.86,0.16,0,131.41,7.42,18,36
InteriorWall,5.32,100,1.05,2.11,0.1,3.05,0.2,0.21,13.46,6,3
InteriorWall,3.76,100,1.05,2.98,0.1,3.05,0.2,0.3,18.8,6,4
InteriorWall,7.15,100,1.05,1.57,0.1,3.05,2.31,0.16,10.16,6,5
InteriorWall,5.58,100,1.05,2.01,0.1,3.05,0.2,0.2,12.85,10,6
InteriorWall,2.61,100,1.05,4.29,0.1,3.05,0.2,0.43,26.81,6,4
InteriorWall,19.01,100,1.05,0.59,0.1,3.05,3.97,0.06,4.18,6,4
InteriorWall,16.26,100,1.05,0.69,0.1,3.05,3.18,0.07,4.79,6,4
InteriorWall,3.04,100,1.05,3.69,0.1,3.05,0.2,0.37,23.11,6,6
InteriorWall,2.2,100,1.05,5.1,0.1,3.05,0.2,0.51,31.74,14,7
InteriorWall,5.45,100,1.05,2.06,0.1,3.05,3.28,0.21,13.16,10,6
InteriorWall,2.56,100,1.05,4.39,0.1,3.05,0.2,0.44,27.42,6,4
InteriorWall,5.05,100,1.05,2.22,0.1,3.05,3.18,0.22,14.16,10,6
ExteriorWall,1.17,50,1.05,9.6,0.2,3.05,0,1.92,59.78,18,12
ExteriorWall,1.12,50,1.05,10,0.2,3.05,0,2,62.22,10,10
ExteriorWall,1.16,50,1.05,9.7,0.2,3.05,0,1.94,60.38,6,7
ExteriorWall,1.16,50,1.05,9.7,0.2,3.05,0,1.94,60.38,6,4
InteriorDoor,12.19,250,1.64,0.92,0.04,1.95,4.15,0.04,3.74,6,3
InteriorDoor,12.19,250,1.64,0.92,0.04,1.95,3.9,0.04,3.74,6,3
InteriorDoor,12.19,250,1.64,0.92,0.04,1.95,3.38,0.04,3.74,6,3
InteriorDoor,12.19,250,1.64,0.92,0.04,1.95,1.21,0.04,3.74,6,3
InteriorDoor,12.19,250,1.64,0.92,0.04,1.95,1.15,0.04,3.74,6,3
ExteriorDoor,11.11,250,1.64,1.01,0.04,1.95,0.08,0.04,4.09,6,3
Window,3.48,250,1.87,3.22,0.04,1.71,0.08,0.13,11.16,6,2
Window,4.27,250,1.87,2.63,0.04,1.71,0.08,0.11,9.15,6,2
Window,5.24,250,1.87,2.14,0.04,1.71,0.08,0.09,7.47,6,2
Railing,4.27,333.33,3.2,2.63,0.03,1,0,0.08,5.33,6,4
Railing,8.5,333.33,3.2,1.32,0.03,1,0,0.04,2.7,6,5
Railing,8.5,333.33,3.2,1.32,0.03,1,0,0.04,2.7,6,5
BalconyFloor,4.27,7.58,21.33,2.63,1.32,0.15,0,3.48,1.19,6,6
BathroomFloor,3.12,4.98,21.33,3.59,2.01,0.15,0.2,7.2,1.68,6,5
BathroomFloor,3.12,6.37,21.33,3.59,1.57,0.15,0.2,5.62,1.55,6,5
Floor,1.12,1.01,21.33,10,9.9,0.15,0,98.98,5.97,22,28
InteriorWall,4.6,122.65,1.09,3.48,0.1,3.1,0.2,0.35,22.2,6,4
InteriorWall,15.86,122.65,1.09,1.01,0.1,3.1,0.2,0.1,6.85,6,4
InteriorWall,7.78,122.65,1.09,2.06,0.1,3.1,0.2,0.21,13.36,6,4
InteriorWall,7.78,122.65,1.09,2.06,0.1,3.1,0.2,0.21,13.36,10,5
InteriorWall,7.78,122.65,1.09,2.06,0.1,3.1,2.88,0.21,13.39,10,5
InteriorWall,4.67,122.65,1.09,3.43,0.1,3.1,3.41,0.34,21.9,6,4
InteriorWall,4.6,122.65,1.09,3.48,0.1,3.1,0.2,0.35,22.2,6,4
InteriorWall,4.6,122.65,1.09,3.48,0.1,3.1,0.2,0.35,22.2,10,6
InteriorWall,21.95,122.65,1.09,0.73,0.1,3.1,3.68,0.07,5.15,6,3
InteriorWall,27.15,122.65,1.09,0.59,0.1,3.1,1.2,0.06,4.27,6,4
InteriorWall,1.45,122.65,1.09,11.03,0.1,3.1,0.2,1.1,69.04,14,10
InteriorWall,3.27,122.65,1.09,4.9,0.1,3.1,3.78,0.49,31.02,10,7
InteriorWall,25.43,122.65,1.09,0.63,0.1,3.1,2.35,0.06,4.53,6,4
InteriorWall,11.69,122.65,1.09,1.37,0.1,3.1,2.25,0.14,9.14,6,5
InteriorWall,2.65,122.65,1.09,6.04,0.1,3.1,0.2,0.6,38.1,10,6
InteriorWall,2.85,122.65,1.09,5.62,0.1,3.1,0.2,0.56,35.46,14,10
ExteriorWall,1.45,61.33,1.09,11.03,0.2,3.1,0,2.21,69.66,22,17
ExteriorWall,1.43,61.33,1.09,11.24,0.2,3.1,0,2.25,70.9,10,5
ExteriorWall,1.13,61.33,1.09,14.13,0.2,3.1,0,2.83,88.85,18,12
ExteriorWall,1.12,61.33,1.09,14.33,0.2,3.1,0,2.87,90.09,10,10
InteriorDoor,17.41,306.63,1.42,0.92,0.04,2.39,4.37,0.04,4.59,6,3
InteriorDoor,17.41,306.63,1.42,0.92,0.04,2.39,4.06,0.04,4.59,6,3
InteriorDoor,17.41,306.63,1.42,0.92,0.04,2.39,3.1,0.04,4.59,6,3
InteriorDoor,17.41,306.63,1.42,0.92,0.04,2.39,2.58,0.04,4.59,6,3
InteriorDoor,17.41,306.63,1.42,0.92,0.04,2.39,2.91,0.04,4.59,6,3
InteriorDoor,17.41,306.63,1.42,0.92,0.04,2.39,1.95,0.04,4.59,6,3
InteriorDoor,17.41,306.63,1.42,0.92,0.04,2.39,1,0.04,4.59,6,3
InteriorDoor,17.41,306.63,1.42,0.92,0.04,2.39,0.38,0.04,4.59,6,3
InteriorDoor,22.25,306.63,1.42,0.72,0.04,2.39,0.37,0.03,3.63,6,3
ExteriorDoor,15.86,306.63,1.42,1.01,0.04,2.39,0.08,0.04,5.01,6,3
Window,3.28,306.63,1.63,4.89,0.04,2.08,0.08,0.2,20.53,6,2
Window,1.51,306.63,1.63,10.64,0.04,2.08,0.09,0.43,44.41,6,2
Window,4.73,306.63,1.63,3.39,0.04,2.08,0.08,0.14,14.27,6,2
Window,9.95,306.63,1.63,1.61,0.04,2.08,0.08,0.06,6.84,6,2
Window,3.56,306.63,1.63,4.5,0.04,2.08,0.08,0.18,18.89,6,2
Window,5.47,306.63,1.63,2.93,0.04,2.08,0.08,0.12,12.37,6,2
Window,6.85,306.63,1.63,2.34,0.04,2.08,0.08,0.09,9.9,6,2
Window,10.68,306.63,1.63,1.5,0.04,2.08,0.08,0.06,6.41,6,2
Railing,4.73,408.83,3.39,3.39,0.03,1,0,0.1,6.84,6,4
Railing,19.3,408.83,3.39,0.83,0.03,1,0,0.02,1.72,6,5
Railing,19.3,408.83,3.39,0.83,0.03,1,0,0.02,1.72,6,5
Railing,3.27,408.83,3.39,4.9,0.03,1,0,0.15,9.85,6,4
Railing,19.3,408.83,3.39,0.83,0.03,1,0,0.02,1.72,6,5
Railing,19.3,408.83,3.39,0.83,0.03,1,0,0.02,1.72,6,5
Railing,9.95,408.83,3.39,1.61,0.03,1,0,0.05,3.27,6,4
Railing,19.3,408.83,3.39,0.83,0.03,1,0,0.02,1.72,6,5
Railing,19.3,408.83,3.39,0.83,0.03,1,0,0.02,1.72,6,5
Railing,1.51,408.83,3.39,10.64,0.03,1,0,0.32,21.33,6,4
Railing,19.3,408.83,3.39,0.83,0.03,1,0,0.02,1.72,6,4
Railing,19.3,408.83,3.39,0.83,0.03,1,0,0.02,1.72,6,4
BalconyFloor,4.73,14.78,11.69,3.39,0.83,0.29,0,2.81,2.45,6,6
BalconyFloor,3.27,14.78,11.69,4.9,0.83,0.29,0,4.06,3.32,6,6
BalconyFloor,9.95,14.78,11.69,1.61,0.83,0.29,0,1.33,1.41,6,6
BalconyFloor,1.51,14.78,11.69,10.64,0.83,0.29,0,8.83,6.65,6,5
BathroomFloor,4.67,4.48,11.69,3.43,2.74,0.29,3.51,9.39,3.58,6,4
BathroomFloor,4.6,6.13,11.69,3.48,2,0.29,0.2,6.96,3.18,6,4
Floor,1.12,1.07,11.69,14.33,11.44,0.29,0,163.86,14.94,22,45
InteriorWall,3.77,66.02,1.05,2.99,0.1,3.74,2.11,0.3,23.12,10,6
InteriorWall,18.78,66.02,1.05,0.6,0.1,3.74,1.65,0.06,5.23,6,3
InteriorWall,18.78,66.02,1.05,0.6,0.1,3.74,2.11,0.06,5.22,6,3
InteriorWall,3.97,66.02,1.05,2.84,0.1,3.74,0.2,0.28,22.02,6,4
InteriorWall,5.58,66.02,1.05,2.02,0.1,3.74,0.2,0.2,15.82,6,5
InteriorWall,5.58,66.02,1.05,2.02,0.1,3.74,0.2,0.2,15.82,6,6
InteriorWall,2.15,66.02,1.05,5.23,0.1,3.74,0.2,0.52,39.91,10,5
ExteriorWall,1.82,33.01,1.05,6.2,0.2,3.74,0,1.24,47.89,6,5
ExteriorWall,1,33.01,1.05,11.27,0.2,3.74,0,2.25,85.78,10,7
ExteriorWall,1.76,33.01,1.05,6.4,0.2,3.74,0,1.28,49.38,10,5
ExteriorWall,1.02,33.01,1.05,11.07,0.2,3.74,0,2.21,84.28,14,7
InteriorDoor,12.25,165.05,2.1,0.92,0.04,1.88,3.07,0.04,3.61,6,3
InteriorDoor,12.25,165.05,2.1,0.92,0.04,1.88,2.15,0.04,3.61,6,3
ExteriorDoor,11.16,165.05,2.1,1.01,0.04,1.88,0.08,0.04,3.94,6,3
Window,2.18,165.05,1.98,5.18,0.04,1.99,0.08,0.21,20.79,6,2
Window,1.94,165.05,1.98,5.8,0.04,1.99,0.08,0.23,23.25,6,2
Window,2.4,165.05,1.98,4.69,0.04,1.99,0.08,0.19,18.81,6,2
BathroomFloor,3.77,3.44,19.7,2.99,1.92,0.2,0.2,5.73,1.96,6,4
Floor,1,1,19.7,11.27,6.6,0.2,0,74.39,7.15,18,16
InteriorWall,6.04,104.99,1.05,2.59,0.1,3.02,0.2,0.26,16.24,6,4
InteriorWall,6.04,104.99,1.05,2.59,0.1,3.02,0.2,0.26,16.24,10,5
InteriorWall,6.04,104.99,1.05,2.59,0.1,3.02,0.2,0.26,16.24,6,5
InteriorWall,6.41,104.99,1.05,2.44,0.1,3.02,0.2,0.24,15.37,6,3
InteriorWall,6.86,104.99,1.05,2.28,0.1,3.02,0.2,0.23,14.4,6,5
InteriorWall,3.18,104.99,1.05,4.92,0.1,3.02,0.2,0.49,30.33,6,4
InteriorWall,3.18,104.99,1.05,4.92,0.1,3.02,0.2,0.49,30.33,6,4
InteriorWall,4.61,104.99,1.05,3.39,0.1,3.02,2.79,0.34,21.1,10,6
InteriorWall,4.07,104.99,1.05,3.84,0.1,3.02,0.2,0.38,23.82,10,6
InteriorWall,2.39,104.99,1.05,6.55,0.1,3.02,0.2,0.65,40.14,10,6
InteriorWall,2.75,104.99,1.05,5.69,0.1,3.02,4.04,0.57,34.97,14,7
ExteriorWall,1.75,52.5,1.05,8.93,0.2,3.02,0,1.79,55.14,6,6
ExteriorWall,1.08,52.5,1.05,14.47,0.2,3.02,0,2.89,88.62,22,17
ExteriorWall,1.71,52.5,1.05,9.13,0.2,3.02,0,1.83,56.35,10,5
ExteriorWall,1.1,52.5,1.05,14.27,0.2,3.02,0,2.85,87.42,10,11
InteriorDoor,17,262.48,1.56,0.92,0.04,2.02,4.14,0.04,3.88,6,3
InteriorDoor,17,262.48,1.56,0.92,0.04,2.02,4.14,0.04,3.88,6,3
InteriorDoor,17,262.48,1.56,0.92,0.04,2.02,2.99,0.04,3.88,6,3
InteriorDoor,17,262.48,1.56,0.92,0.04,2.02,2.82,0.04,3.88,6,3
InteriorDoor,17,262.48,1.56,0.92,0.04,2.02,2.51,0.04,3.88,6,3
InteriorDoor,17,262.48,1.56,0.92,0.04,2.02,1.67,0.04,3.88,6,3
ExteriorDoor,15.49,262.48,1.56,1.01,0.04,2.02,0.08,0.04,4.23,6,3
Window,3.82,262.48,1.64,4.09,0.04,1.93,0.08,0.16,15.95,6,2
Window,1.83,262.48,1.64,8.53,0.04,1.93,0.08,0.34,33.08,6,2
Window,4.75,262.48,1.64,3.29,0.04,1.93,0.08,0.13,12.87,6,2
Window,6.8,262.48,1.64,2.3,0.04,1.93,0.08,0.09,9.01,6,2
Window,7.14,262.48,1.64,2.19,0.04,1.93,0.08,0.09,8.62,6,2
Railing,1.83,349.97,3.16,8.53,0.03,1,0,0.26,17.12,6,4
Railing,13.37,349.97,3.16,1.17,0.03,1,0,0.04,2.4,6,4
Railing,13.37,349.97,3.16,1.17,0.03,1,0,0.04,2.4,6,4
Railing,7.14,349.97,3.16,2.19,0.03,1,0,0.07,4.45,6,4
Railing,13.37,349.97,3.16,1.17,0.03,1,0,0.04,2.4,6,4
Railing,13.37,349.97,3.16,1.17,0.03,1,0,0.04,2.4,6,4
Railing,6.8,349.97,3.16,2.3,0.03,1,0,0.07,4.65,6,4
Railing,13.37,349.97,3.16,1.17,0.03,1,0,0.04,2.4,6,5
Railing,13.37,349.97,3.16,1.17,0.03,1,0,0.04,2.4,6,5
BalconyFloor,1.83,8.97,22.57,8.53,1.17,0.14,0,9.98,2.72,6,5
BalconyFloor,7.14,8.97,22.57,2.19,1.17,0.14,0,2.57,0.94,6,5
BalconyFloor,6.8,8.97,22.57,2.3,1.17,0.14,0,2.69,0.97,6,6
BathroomFloor,4.18,4.6,22.57,3.74,2.28,0.14,0.2,8.55,1.69,6,4
BathroomFloor,6.04,5.53,22.57,2.59,1.9,0.14,0.2,4.91,1.26,6,4
Floor,1.08,1.13,22.57,14.47,9.33,0.14,0,135.02,6.66,22,31
InteriorWall,14.9,69.9,1.05,0.9,0.1,3.19,1.87,0.09,6.38,6,4
InteriorWall,3.16,69.9,1.05,4.25,0.1,3.19,0.2,0.43,27.75,10,5
InteriorWall,4.34,69.9,1.05,3.09,0.1,3.19,0.2,0.31,20.37,6,5
InteriorWall,8.94,69.9,1.05,1.5,0.1,3.19,1.87,0.15,10.21,10,5
InteriorWall,13.28,69.9,1.05,1.01,0.1,3.19,1.87,0.1,7.05,8,5
InteriorWall,10.08,174.75,1.05,1.33,0.04,3.19,1.42,0.05,8.68,10,3
InteriorWall,13.41,77.67,1.05,1,0.09,3.19,2.29,0.09,6.93,10,3
InteriorWall,32.71,69.9,1.05,0.41,0.1,3.19,1.87,0.04,3.23,6,3
InteriorWall,3.94,69.9,1.05,3.4,0.1,3.19,0.2,0.34,22.31,10,5
InteriorWall,7.06,69.9,1.05,1.9,0.1,3.19,3.29,0.19,12.76,10,6
InteriorWall,4.2,69.9,1.05,3.19,0.1,3.19,0.2,0.32,21.01,6,6
InteriorWall,7.58,69.9,1.05,1.77,0.1,3.19,0.2,0.18,11.96,6,5
InteriorWall,6.45,69.9,1.05,2.08,0.1,3.19,0.2,0.21,13.91,10,6
ExteriorWall,16.76,34.95,1.05,0.8,0.2,3.19,0,0.16,6.38,10,5
ExteriorWall,1.16,34.95,1.05,11.6,0.2,3.19,0,2.32,75.28,6,6
ExteriorWall,1.97,34.95,1.05,6.79,0.2,3.19,0,1.36,44.6,18,8
ExteriorWall,4.14,34.95,1.05,3.24,0.2,3.19,0,0.65,21.95,10,8
ExteriorWall,1.24,34.95,1.05,10.8,0.2,3.19,0,2.16,70.18,6,7
ExteriorWall,3.39,34.95,1.05,3.95,0.2,3.19,0,0.79,26.48,10,5
InteriorDoor,14.58,174.75,1.4,0.92,0.04,2.39,3.32,0.04,4.59,6,3
InteriorDoor,14.58,174.75,1.4,0.92,0.04,2.39,2.74,0.04,4.59,6,3
InteriorDoor,14.58,174.75,1.4,0.92,0.04,2.39,2.58,0.04,4.59,6,3
InteriorDoor,18.63,174.75,1.4,0.72,0.04,2.39,2.31,0.03,3.63,6,3
InteriorDoor,14.58,174.75,1.4,0.92,0.04,2.39,1.64,0.04,4.59,6,3
InteriorDoor,14.58,174.75,1.4,0.92,0.04,2.39,1.9,0.04,4.59,6,4
InteriorDoor,14.58,174.75,1.4,0.92,0.04,2.39,1.9,0.04,4.59,6,3
ExteriorDoor,13.28,174.75,1.4,1.01,0.04,2.39,0.08,0.04,5.01,6,3
Window,4.26,174.75,1.75,3.15,0.04,1.91,0.08,0.13,12.19,6,2
Window,33.53,174.75,1.75,0.4,0.04,1.91,0.08,0.02,1.68,6,2
Window,5.5,174.75,1.75,2.44,0.04,1.91,0.08,0.1,9.47,6,2
Window,5.08,174.75,1.75,2.64,0.04,1.91,0.08,0.11,10.25,6,2
Window,8.23,174.75,1.75,1.63,0.04,1.91,0.08,0.07,6.38,6,2
Railing,5.5,233,3.35,2.44,0.03,1,0,0.07,4.94,6,4
Railing,9.51,233,3.35,1.41,0.03,1,0,0.04,2.88,6,5
Railing,9.51,233,3.35,1.41,0.03,1,0,0.04,2.88,6,5
BalconyFloor,5.5,4.96,20.94,2.44,1.41,0.16,0,3.44,1.23,6,6
BathroomFloor,4.34,3.88,20.94,3.09,1.8,0.16,0.2,5.57,1.57,6,5
Floor,1.12,1,20.94,12,6.99,0.16,0,83.88,6.08,20,32
InteriorWall,5.67,68.37,1.08,1.78,0.1,3.65,2.13,0.18,13.74,10,5
InteriorWall,8.28,68.37,1.08,1.22,0.1,3.65,0.2,0.12,9.65,10,5
InteriorWall,6.43,68.37,1.08,1.57,0.1,3.65,1.63,0.16,12.16,10,5
InteriorWall,3.08,68.37,1.08,3.28,0.1,3.65,0.2,0.33,24.69,6,4
InteriorWall,5.15,68.37,1.08,1.96,0.1,3.65,1.52,0.2,15.04,10,7
InteriorWall,3.71,68.37,1.08,2.72,0.1,3.65,0.2,0.27,20.62,6,5
InteriorWall,3.85,68.37,1.08,2.62,0.1,3.65,0.2,0.26,19.89,6,6
InteriorWall,2.08,68.37,1.08,4.85,0.1,3.65,0.2,0.49,36.14,6,4
InteriorWall,3.58,68.37,1.08,2.82,0.1,3.65,0.2,0.28,21.33,10,6
ExteriorWall,1.57,34.19,1.08,6.44,0.2,3.65,0,1.29,48.45,10,7
ExteriorWall,1.52,34.19,1.08,6.64,0.2,3.65,0,1.33,49.91,14,7
ExteriorWall,1.02,34.19,1.08,9.9,0.2,3.65,0,1.98,73.72,6,4
ExteriorWall,1,34.19,1.08,10.1,0.2,3.65,0,2.02,75.18,6,7
InteriorDoor,10.98,170.93,1.89,0.92,0.04,2.09,2.91,0.04,4.01,6,3
InteriorDoor,10.98,170.93,1.89,0.92,0.04,2.09,1.92,0.04,4.01,6,3
InteriorDoor,10.98,170.93,1.89,0.92,0.04,2.09,1.7,0.04,4.01,6,3
InteriorDoor,10.98,170.93,1.89,0.92,0.04,2.09,1.67,0.04,4.01,6,3
InteriorDoor,10.98,170.93,1.89,0.92,0.04,2.09,0.42,0.04,4.01,6,3
ExteriorDoor,10,170.93,1.89,1.01,0.04,2.09,0.08,0.04,4.38,6,3
Window,3.29,170.93,1.3,3.07,0.04,3.03,0.08,0.12,18.82,6,2
Window,4.26,170.93,1.3,2.37,0.04,3.03,0.08,0.09,14.62,6,2
BathroomFloor,3.85,3.68,13.17,2.62,1.86,0.3,0.2,4.88,2.69,6,4
Floor,1,1,13.17,10.1,6.84,0.3,0,69.04,10.16,18,21
InteriorWall,12.65,77.25,1.08,0.79,0.1,3.56,2.52,0.08,6.34,6,4
InteriorWall,8.4,77.25,1.08,1.19,0.1,3.56,1.98,0.12,9.16,6,4
InteriorWall,4.48,77.25,1.08,2.23,0.1,3.56,0.2,0.22,16.55,10,5
InteriorWall,8.19,77.25,1.08,1.22,0.1,3.56,3.1,0.12,9.41,10,5
InteriorWall,3.22,77.25,1.08,3.1,0.1,3.56,0.2,0.31,22.81,6,4
InteriorWall,3.22,77.25,1.08,3.1,0.1,3.56,0.2,0.31,22.81,6,5
InteriorWall,3.57,77.25,1.08,2.8,0.1,3.56,0.2,0.28,20.64,6,4
InteriorWall,19.6,77.25,1.08,0.51,0.1,3.56,2.42,0.05,4.32,6,5
InteriorWall,9.8,77.25,1.08,1.02,0.1,3.56,1.98,0.1,7.95,6,4
InteriorWall,2.97,77.25,1.08,3.36,0.1,3.56,2.52,0.34,24.66,18,10
InteriorWall,1.76,77.25,1.08,5.69,0.1,3.56,0.2,0.57,41.21,14,9
InteriorWall,3.57,77.25,1.08,2.8,0.1,3.56,0.2,0.28,20.64,9,6
ExteriorWall,1.04,38.63,1.08,9.6,0.2,3.56,0,1.92,69.74,6,6
ExteriorWall,1.04,38.63,1.08,9.6,0.2,3.56,0,1.92,69.74,6,6
ExteriorWall,1.29,38.63,1.08,7.73,0.2,3.56,0,1.55,56.43,10,5
ExteriorWall,1.29,38.63,1.08,7.73,0.2,3.56,0,1.55,56.43,18,9
InteriorDoor,10.86,193.13,1.64,0.92,0.04,2.35,3.3,0.04,4.51,6,3
InteriorDoor,10.86,193.13,1.64,0.92,0.04,2.35,3.33,0.04,4.51,6,3
InteriorDoor,10.86,193.13,1.64,0.92,0.04,2.35,3.03,0.04,4.51,6,3
InteriorDoor,10.86,193.13,1.64,0.92,0.04,2.35,3.03,0.04,4.51,6,3
InteriorDoor,13.88,193.13,1.64,0.72,0.04,2.35,2.61,0.03,3.57,6,3
InteriorDoor,10.86,193.13,1.64,0.92,0.04,2.35,2.31,0.04,4.51,6,3
InteriorDoor,10.86,193.13,1.64,0.92,0.04,2.35,1.22,0.04,4.51,6,3
ExteriorDoor,9.9,193.13,1.64,1.01,0.04,2.35,0.08,0.04,4.93,6,3
Window,1.44,193.13,1.35,6.93,0.04,2.86,0.08,0.28,39.84,6,2
Window,3.77,193.13,1.35,2.65,0.04,2.86,0.08,0.11,15.41,6,2
Window,5.15,193.13,1.35,1.94,0.04,2.86,0.08,0.08,11.34,6,2
BathroomFloor,3.22,4.6,13.28,3.1,1.68,0.29,0.2,5.21,2.77,6,4
Floor,1,1,13.28,9.99,7.72,0.29,0,77.21,10.28,18,26
InteriorWall,7.1,72.93,1.04,2.26,0.1,3.22,2.31,0.23,15.22,10,6
InteriorWall,9.72,72.93,1.04,1.65,0.1,3.22,1.28,0.16,11.26,6,4
InteriorWall,15.58,72.93,1.04,1.03,0.1,3.22,2.31,0.1,7.28,6,5
InteriorWall,2.76,72.93,1.04,5.81,0.1,3.22,0.2,0.58,38.07,6,4
InteriorWall,9.17,72.93,1.04,1.75,0.1,3.22,2.83,0.17,11.9,6,5
InteriorWall,6.1,72.93,1.04,2.63,0.1,3.22,0.2,0.26,17.56,14,7
InteriorWall,5.88,72.93,1.04,2.73,0.1,3.22,0.2,0.27,18.2,6,5
InteriorWall,3.85,72.93,1.04,4.17,0.1,3.22,0.2,0.42,27.48,10,7
InteriorWall,7.26,72.93,1.04,2.21,0.1,3.22,0.2,0.22,14.89,6,4
InteriorWall,3.36,72.93,1.04,4.78,0.1,3.22,0.2,0.48,31.43,14,9
ExteriorWall,1.09,36.47,1.04,14.71,0.2,3.22,0,2.94,95.99,6,6
ExteriorWall,1.09,36.47,1.04,14.71,0.2,3.22,0,2.94,95.99,10,8
ExteriorWall,2.2,36.47,1.04,7.29,0.2,3.22,0,1.46,48.25,10,5
ExteriorWall,2.2,36.47,1.04,7.29,0.2,3.22,0,1.46,48.25,14,13
InteriorDoor,17.44,182.33,1.83,0.92,0.04,1.83,3.03,0.04,3.51,6,3
InteriorDoor,17.44,182.33,1.83,0.92,0.04,1.83,2.52,0.04,3.51,6,3
InteriorDoor,17.44,182.33,1.83,0.92,0.04,1.83,2.34,0.04,3.51,6,3
InteriorDoor,17.44,182.33,1.83,0.92,0.04,1.83,1.49,0.04,3.51,6,3
InteriorDoor,17.44,182.33,1.83,0.92,0.04,1.83,0.36,0.04,3.51,6,3
InteriorDoor,17.44,182.33,1.83,0.92,0.04,1.83,0.36,0.04,3.51,6,3
ExteriorDoor,15.89,182.33,1.83,1.01,0.04,1.83,0.08,0.04,3.84,6,3
Window,2.47,182.33,1.18,6.49,0.04,2.84,0.08,0.26,37.11,6,2
Window,4.31,182.33,1.18,3.72,0.04,2.84,0.08,0.15,21.34,6,2
Window,7.36,182.33,1.18,2.18,0.04,2.84,0.08,0.09,12.59,6,2
Railing,7.36,243.1,3.34,2.18,0.03,1,0,0.07,4.41,6,4
Railing,17.07,243.1,3.34,0.94,0.03,1,0,0.03,1.94,6,5
Railing,17.07,243.1,3.34,0.94,0.03,1,0,0.03,1.94,6,5
Railing,4.31,243.1,3.34,3.72,0.03,1,0,0.11,7.49,6,4
Railing,17.07,243.1,3.34,0.94,0.03,1,0,0.03,1.94,6,5
Railing,17.07,243.1,3.34,0.94,0.03,1,0,0.03,1.94,6,5
BalconyFloor,7.36,7.76,27.83,2.18,0.94,0.12,0,2.05,0.75,6,6
BalconyFloor,4.31,7.76,27.83,3.72,0.94,0.12,0,3.49,1.12,6,6
BathroomFloor,4.72,3.46,27.83,3.4,2.11,0.12,0.2,7.17,1.32,6,6
Floor,1.06,1,27.83,15.11,7.29,0.12,0,110.16,5.38,18,29
InteriorWall,28.71,69.68,1.06,0.41,0.1,3.48,2.51,0.04,3.56,6,4
InteriorWall,8.01,69.68,1.06,1.47,0.1,3.48,0.2,0.15,10.96,10,5
InteriorWall,3.14,69.68,1.06,3.75,0.1,3.48,0.2,0.37,26.78,6,4
InteriorWall,4.63,69.68,1.06,2.54,0.1,3.48,1.28,0.25,18.37,10,6
